ID	Quadrant	Teilquadrant	Ortsnummer	Ortsbuchstaben	Ortsname	Kreis	Land	I	II	III	IV	comment	RES_1st_run	Ortsname_old	Stadt.oder.Gemeinde.oder.Landkreis	x	y	res	prev	x_new	y_new	cor
736	138	21	13	b	Himmighofen	St. Goarshausen	Hessen-Nassau	j	j	j	j	NA	detected			411932.7012283	5562964.59645508	detected		411932.7012	5562964596	
777	138	33	19	ao	Oberdiebach	St. Goar	Rheinprovinz	j	j	j	j	NA	detected			412296.108483283	5542918.10848256	detected		412296.1085	5542918108	
778	138	33	19	co	Oberheimbach	St. Goar	Rheinprovinz	j	NA	NA	NA	NA	detected			412728.266846571	5541743.33807009	detected		412728.2668	5541743338	
714	138	15	9	c	Dienethal	Unterlahnkreis	Hessen-Nassau	j	NA	NA	NA	NA	detected			413013.666537201	5573178.57086469	detected		413013.6665	5573178571	
775	138	33	14	co	Rheindiebach	St. Goar	Rheinprovinz	j	j	NA	NA	NA	not detected	Rheindiebach	Oberdiebach	99999	99999	not detected	NANA	413334.33	5543959.54	f
696	138	9	19	cu	Zimmerschied	Unterlahnkreis	Hessen-Nassau	j	j	j	j	NA	detected			413464.611857815	5578542.92244856	detected		413464.6119	5578542922	
755	138	27	14	d	Weisel	St. Goarshausen	Hessen-Nassau	j	j	NA	j	NA	detected			414238.639962931	5552361.75986265	detected		414238.64	5552361.76	
774	138	33	14	b	Lorch	Rheingau	Hessen-Nassau	NA	NA	j	NA	NA	detected			414258.115202853	5544209.71882125	detected		414258.1152	5544209719	
676	138	3	24	bl	Horressen	Unterwesterwaldkreis	Hessen-Nassau	j	NA	NA	NA	NA	detected			414638.550076922	5586898.46459388	detected		414638.5501	5586898465	
752	138	27	5	ao	Niederwallmenach	St. Goarshausen	Hessen-Nassau	j	j	j	j	NA	detected			415130.565330242	5557630.03493077	detected		415130.5653	5557630035	
297	124	33	4	d	Steinen	Unterwesterwaldkreis	Hessen-Nassau	j	j	NA	NA	NA	detected			415751.559497568	5603151.79803144	detected		415751.5595	5603151798	
694	138	9	10	co	Oberelbert	Unterwesterwaldkreis	Hessen-Nassau	j	j	j	j	NA	detected			415761.406135741	5582910.00491769	detected		415761.4061	5582910005	
675	138	3	20	al	Eschelbach	Unterwesterwaldkreis	Hessen-Nassau	j	j	j	j	NA	detected			415787.557231047	5589004.25101143	detected		415787.5572	5589004251	
734	138	21	10	ab	Miehlen	St. Goarshausen	Hessen-Nassau	j	j	j	j	NA	detected			416589.185302294	5564546.59943502	detected		416589.1853	5564546599	
301	124	33	15	c	Ewighausen	Oberwesterwaldkreis	Hessen-Nassau	j	j	j	j	NA	detected			416863.529559537	5598674.21124132	detected		416863.5296	5598674211	
740	138	22	21	cu	Lautert	St. Goarshausen	Hessen-Nassau	j	j	j	NA	NA	detected			417027.67377661	5557889.30306638	detected		417027.6738	5557889303	
722	138	16	16	ac	Singhofen	Unterlahnkreis	Hessen-Nassau	j	j	j	j	NA	detected			417093.17237419	5569865.78736727	detected		417093.1724	5569865787	
697	138	10	1	al	Holler	Unterwesterwaldkreis	Hessen-Nassau	j	j	j	NA	NA	detected			417107.13329011	5585302.10265841	detected		417107.1333	5585302103	
763	138	28	16	c	Ransel	Rheingau	Hessen-Nassau	j	j	NA	NA	NA	detected			417156.07858976	5550514.08565525	detected		417156.0786	5550514086	
275	124	27	10	cd	Gehlert	Oberwesterwaldkreis	Hessen-Nassau	j	j	j	j	NA	detected			417188.951461485	5610302.59000476	detected		417188.9515	5610302.59	
701	138	10	16	au	Hübingen	Unterwesterwaldkreis	Hessen-Nassau	NA	j	j	NA	NA	detected			417859.357061724	5579284.75854915	detected		417859.3571	5579284759	
303	124	34	6	a	Wölferlingen	Unterwesterwaldkreis	Hessen-Nassau	j	j	j	j	NA	detected			418661.451602409	5601715.69804116	detected		418661.4516	5601715698	
699	138	10	6	b	Stahlhofen	Unterwesterwaldkreis	Hessen-Nassau	j	NA	NA	NA	NA	detected			418849.164651592	5583050.75954628	detected		418849.1647	5583050.76	
282	124	28	16	b	Lochum	Oberwesterwaldkreis	Hessen-Nassau	j	j	j	NA	NA	detected			419331.1957155	5607032.70716281	detected		419331.1957	5607032707	
725	138	16	21	dr	Lollschied	Unterlahnkreis	Hessen-Nassau	j	j	j	j	NA	detected			419462.248513978	5567705.1732202	detected		419462.2485	5567705173	
305	124	34	21	dr	Oberahr	Oberwesterwaldkreis	Hessen-Nassau	j	j	j	j	NA	detected			419754.003432818	5595315.06623678	detected		419754.0034	5595315066	
738	138	22	2	ad	Obertiefenbach	St. Goarshausen	Hessen-Nassau	j	j	j	NA	NA	detected			999	999	not an unique name	prev. not unique	420760.4279	5566306638	found (Sankt Goarshausen liegt im ehemaligen Landkreis Unterlahn (wie bei Wenker)
741	138	22	22	br	Niedermeilingen	Untertaunuskreis	Hessen-Nassau	j	j	j	j	NA	detected			421589.174425088	5559143.59759157	detected		421589.1744	5559143598	
280	124	28	12	b	Büdingen	Oberwesterwaldkreis	Hessen-Nassau	j	j	j	j	NA	detected			999	999	not an unique name	prev. not unique	421722.9418	5608909403	found
679	138	4	17	br	Kleinholbach	Unterwesterwaldkreis	Hessen-Nassau	j	j	j	j	NA	not detected	Kleinholbach	Girod	99999	99999	not detected	NANA	422231.37	5588730.07	f
760	138	28	3	ac	Zorn	Untertaunuskreis	Hessen-Nassau	j	j	j	j	NA	detected			422635.965862326	5556970.85823091	detected		422635.9659	5556970858	
717	138	16	2	bo	Laurenburg	Unterlahnkreis	Hessen-Nassau	j	j	j	j	NA	detected			422719.8224716	5575964.17542774	detected		422719.8225	5575964175	
304	124	34	13	ao	Kaden	Oberwesterwaldkreis	Hessen-Nassau	j	j	NA	NA	NA	detected			423072.215244286	5600081.12885156	detected		423072.2152	5600081129	
721	138	16	13	cr	Kördorf	Unterlahnkreis	Hessen-Nassau	j	j	j	j	NA	detected			423153.454947222	5571009.01042651	detected		423153.4549	5571009.01	
700	138	10	13	ab	Hirschberg	Unterlahnkreis	Hessen-Nassau	j	NA	NA	NA	NA	detected			999	999	not an unique name	prev. not unique	423829.4648	5581341829	found
723	138	16	18	b	Herold	Unterlahnkreis	Hessen-Nassau	j	j	j	j	NA	not detected	Herold	Rhein-Lahn	99999	99999	not detected	NANA	423928.24	5570012.75	f
698	138	10	3	d	Eppenrod	Unterlahnkreis	Hessen-Nassau	NA	NA	j	j	NA	detected			424004.049722322	5584086.2410219	detected		424004.0497	5584086241	
273	124	27	1	du	Berod bei Wallmerod	Oberwesterwaldkreis	Hessen-Nassau	NA	NA	NA	j	NA	not detected	Berod		424556.930433697	5592919.69141507	detected		424556.9304	5592919691	
780	138	34	14	cu	Stephanshausen	Rheingau	Hessen-Nassau	j	j	j	NA	NA	detected			424625.288123258	5543008.3300234	detected		424625.2881	5543008.33	
762	138	28	14	al	Dickschied	Untertaunuskreis	Hessen-Nassau	j	j	j	j	NA	detected			424730.224632899	5552993.05079078	detected		424730.2246	5552993051	
718	138	16	4	co	Steinsberg	Unterlahnkreis	Hessen-Nassau	j	j	j	j	NA	detected			424850.744582201	5575132.80586693	detected		424850.7446	5575132806	
279	124	28	4	cu	Bad Marienberg	Oberwesterwaldkreis	Hessen-Nassau	j	j	j	j	NA	not detected	Bad Marienberg	Westerwald	99999	99999	not detected	NANA	425505.19	5611761.79	f
284	124	28	24	b	Halbs	Oberwesterwaldkreis	Hessen-Nassau	j	j	j	j	NA	detected			426588.561053694	5604757.42847391	detected		426588.5611	5604757428	
724	138	16	19	bd	Klingelbach	Unterlahnkreis	Hessen-Nassau	j	j	j	j	NA	not detected	Klingelbach	Rhein-Lahn	99999	99999	not detected	NANA	426637.87	5569774.62	f
702	138	10	24	b	Balduinstein	Unterlahnkreis	Hessen-Nassau	j	j	j	j	NA	detected			426974.799736592	5577371.76680203	detected		426974.7997	5577371767	
281	124	28	14	d	Schönberg	Oberwesterwaldkreis	Hessen-Nassau	j	j	j	j	NA	multiple entires detected			999	999	multiple entires detected		427168.7035	5608297079	found
680	138	4	24	br	Niedererbach	Unterwesterwaldkreis	Hessen-Nassau	j	j	j	j	NA	detected			427307.833495527	5586575.34851837	detected		427307.8335	5586575349	
761	138	28	10	ac	Springen	Untertaunuskreis	Hessen-Nassau	j	j	j	NA	NA	detected			427425.172334503	5555068.60514662	detected		427425.1723	5555068605	
678	138	4	15	co	Hundsangen	Unterwesterwaldkreis	Hessen-Nassau	j	j	j	NA	NA	detected			427750.064511904	5589816.62780908	detected		427750.0645	5589816628	
739	138	22	15	ar	Laufenselden	Untertaunuskreis	Hessen-Nassau	j	j	j	j	NA	detected			428294.567377663	5562841.20134233	detected		428294.5674	5562841201	
720	138	16	10	c	Schönborn	Unterlahnkreis	Hessen-Nassau	j	j	j	NA	NA	detected			428575.800934771	5572601.35272338	detected		428575.8009	5572601353	
704	138	11	6	cl	Aull	Unterlahnkreis	Hessen-Nassau	j	j	j	j	NA	not detected	Aull	Rhein-Lahn	99999	99999	not detected	NANA	429287.99	5582089.02	f
309	124	35	11	c	Berzhahn	Oberwesterwaldkreis	Hessen-Nassau	j	j	j	NA	NA	not detected	Berzhahn	Westerwald	99999	99999	not detected	NANA	429437.06	5598886.43	f
745	138	23	21	cu	Kemel	Untertaunuskreis	Hessen-Nassau	NA	NA	j	NA	NA	detected			429772.149397433	5557461.4255115	detected		429772.1494	5557461426	
681	138	5	1	c	Thalheim	Limburg	Hessen-Nassau	j	j	j	j	NA	detected			429876.390660587	5593279.92657494	detected		429876.3907	5593279927	
785	138	35	21	du	Oestrich	Rheingau	Hessen-Nassau	j	j	j	j	NA	detected			430527.125906897	5539681.41611948	detected		430527.1259	5539681416	
767	138	29	16	do	Fischbach	Untertaunuskreis	Hessen-Nassau	j	NA	NA	NA	NA	multiple entires detected			999	999	not an unique name	prev. not unique	430637.3531	5550933587	found
264	124	23	6	d	Emmerzhausen	Altenkirchen	Rheinprovinz	NA	NA	NA	j	NA	detected			431209.201331049	5619108.06919768	detected		431209.2013	5619108069	
703	138	11	2	al	Elz	Limburg	Hessen-Nassau	j	NA	NA	NA	NA	detected			431475.738152143	5584762.51156537	detected		431475.7382	5584762512	
310	124	35	12	c	Langendernbach	Limburg	Hessen-Nassau	j	j	j	j	NA	detected			432226.422692494	5598909.75401032	detected		432226.4227	5598909754	
705	138	11	11	d	Freiendiez	Unterlahnkreis	Hessen-Nassau	j	j	j	j	NA	detected			432237.132799398	5580404.47551198	detected		432237.1328	5580404476	
288	124	29	12	al	Neustadt	Oberwesterwaldkreis	Hessen-Nassau	j	j	j	NA	NA	not detected	Neustadt	Westerwald	99999	99999	not detected	NANA	432252.86	5608904.11	f
707	138	11	17	c	Holzheim	Unterlahnkreis	Hessen-Nassau	j	j	j	j	NA	detected			999	999	not an unique name	prev. not unique	432290.1756	5578435434	found
726	138	17	2	cr	Lohrheim	Unterlahnkreis	Hessen-Nassau	j	j	j	j	NA	detected			432310.032711056	5574420.62939464	detected		432310.0327	5574420629	
765	138	29	7	d	Bad Schwalbach	Untertaunuskreis	Hessen-Nassau	j	j	j	j	NA	detected			433552.00069579	5554688.49528672	detected		433552.0007	5554688495	
290	124	29	17	bd	Rennerod	Oberwesterwaldkreis	Hessen-Nassau	NA	NA	j	NA	NA	detected			433924.358919917	5606550.53746165	detected		433924.3589	5606550537	
783	138	35	13	ac	Kiedrich	Rheingau	Hessen-Nassau	j	j	j	j	NA	detected			434151.514166221	5543594.3505124	detected		434151.5142	5543594351	
285	124	29	3	c	Nister-Möhrendorf	Oberwesterwaldkreis	Hessen-Nassau	j	j	NA	NA	NA	detected			434680.46393992	5612134.99089327	detected		434680.4639	5612134991	
685	138	5	18	c	Ahlbach	Limburg	Hessen-Nassau	j	j	j	NA	NA	detected			434886.262151968	5587599.63037694	detected		434886.2622	5587599.63	
706	138	11	13	cd	Linter	Limburg	Hessen-Nassau	NA	NA	j	j	NA	detected			435268.54367666	5579955.04900637	detected		435268.5437	5579955049	
744	138	23	18	b	Breithardt	Untertaunuskreis	Hessen-Nassau	j	j	j	j	NA	detected			435569.194820887	5560746.47176839	detected		435569.1948	5560746472	
764	138	29	3	b	Born	Untertaunuskreis	Hessen-Nassau	j	j	j	j	NA	detected			435928.432623612	5556783.35690887	detected		435928.4326	5556783357	
728	138	17	8	dr	Kaltenholzhausen	Unterlahnkreis	Hessen-Nassau	j	j	j	j	NA	detected			436109.975061237	5572460.74578386	detected		436109.9751	5572460746	
742	138	23	3	br	Daisbach	Untertaunuskreis	Hessen-Nassau	j	j	j	j	NA	detected			436339.382712294	5566642.04943617	detected		436339.3827	5566642049	
683	138	5	8	bd	Steinbach	Limburg	Hessen-Nassau	j	j	NA	NA	NA	multiple entires detected			999	999	not an unique name	prev. not unique	436348.7087	5591663085	found
307	124	35	3	d	Mittelhofen	Oberwesterwaldkreis	Hessen-Nassau	j	j	j	NA	NA	detected			436622.96209245	5602636.02755376	detected		436622.9621	5602636028	
784	138	35	19	au	Eltville am Rhein	Rheingau	Hessen-Nassau	j	j	j	NA	NA	not detected	Eltville		436736.376947821	5541739.51766759	detected		436736.3769	5541739518	
265	124	23	8	d	Lützeln	Siegen	Westfalen	j	j	NA	NA	NA	detected			436887.432829779	5619269.93738463	detected		436887.4328	5619269937	
766	138	29	14	ac	Seitzenhahn	Untertaunuskreis	Hessen-Nassau	j	j	j	NA	NA	detected			437210.925562225	5552853.83905777	detected		437210.9256	5552853839	
743	138	23	9	ar	Hennethal	Untertaunuskreis	Hessen-Nassau	j	j	j	j	NA	detected			437232.574627102	5564385.1355439	detected		437232.5746	5564385136	
684	138	5	14	ad	Obertiefenbach	Oberlahnkreis	Hessen-Nassau	j	NA	NA	NA	NA	detected			999	999	not an unique name	prev. not unique	437904.0981	5589954191	found
312	124	35	24	ad	Lahr	Limburg	Hessen-Nassau	j	j	j	j	NA	detected			438276.312059947	5595665.84699277	detected		438276.3121	5595665847	
746	138	23	25	c	Wingsbach	Untertaunuskreis	Hessen-Nassau	j	j	NA	NA	NA	detected			439215.718436088	5557512.13145594	detected		439215.7184	5557512131	
311	124	35	15	cl	Waldernbach	Oberlahnkreis	Hessen-Nassau	NA	j	j	j	NA	detected			439312.252327424	5598789.84116106	detected		439312.2523	5598789841	
782	138	35	10	ao	Frauenstein	Wiesbaden	Hessen-Nassau	j	NA	NA	NA	NA	detected			439449.053341639	5545955.90445675	detected		439449.0533	5545955904	
729	138	17	20	cu	Ketternschwalbach	Untertaunuskreis	Hessen-Nassau	j	j	j	j	NA	detected			439610.434884152	5568360.84809125	detected		439610.4349	5568360848	
727	138	17	5	ao	Neesbach	Limburg	Hessen-Nassau	j	j	j	j	NA	detected			439678.560162918	5575599.35312501	detected		439678.5602	5575599353	
266	124	23	24	br	Rabenscheid	Dillkreis	Hessen-Nassau	NA	j	j	j	NA	detected			439835.823824029	5614753.37357367	detected		439835.8238	5614753374	
308	124	35	10	ao	Mengerskirchen	Oberlahnkreis	Hessen-Nassau	j	NA	NA	NA	NA	detected			440104.451745558	5601761.11390154	detected		440104.4517	5601761114	
686	138	5	25	au	Hofen	Oberlahnkreis	Hessen-Nassau	j	j	j	j	NA	detected			440148.74246235	5586314.0717133	detected		440148.7425	5586314072	
682	138	5	5	cr	Heckholzhausen	Oberlahnkreis	Hessen-Nassau	j	j	j	NA	NA	detected			440190.828128138	5593152.72645039	detected		440190.8281	5593152726	
286	124	29	5	au	Heisterberg	Dillkreis	Hessen-Nassau	j	j	NA	NA	NA	detected			440274.060899571	5612290.62077748	detected		440274.0609	5612290621	
289	124	29	15	ad	Mademühlen	Dillkreis	Hessen-Nassau	j	j	j	j	NA	detected			440758.920782232	5608281.59545152	detected		440758.9208	5608281595	
747	138	24	11	au	Niederlibbach	Untertaunuskreis	Hessen-Nassau	NA	NA	NA	j	NA	detected			440860.099307719	5562152.89905398	detected		440860.0993	5562152899	
731	138	18	11	bo	Ohren	Limburg	Hessen-Nassau	j	NA	NA	NA	NA	detected			442062.177059667	5572247.8132772	detected		442062.1771	5572247813	
786	138	36	1	do	Dotzheim	Wiesbaden	Hessen-Nassau	NA	j	j	j	NA	detected			442564.980468268	5547489.40848301	detected		442564.9805	5547489408	
710	138	12	16	d	Oberbrechen	Limburg	Hessen-Nassau	j	j	j	NA	NA	detected			442761.414435593	5578289.59961624	detected		442761.4144	5578289.6	
789	138	36	11	br	Schierstein	Wiesbaden	Hessen-Nassau	j	j	j	j	NA	detected			442806.79987767	5544673.54071148	detected		442806.7999	5544673541	
316	124	36	16	d	Barig-Selbenhausen	Oberlahnkreis	Hessen-Nassau	NA	NA	j	j	NA	detected			443165.150353781	5596589.39870488	detected		443165.1504	5596589399	
267	124	24	2	a	Haiger	Dillkreis	Hessen-Nassau	j	NA	NA	NA	NA	detected			443520.82546712	5621640.62394836	detected		443520.8255	5621640624	
839	139	7	21	ac	Hasselbach	Limburg	Hessen-Nassau	j	j	j	j	NA	multiple entires detected			999	999	multiple entires detected		443654.7367	5592647.48	unsure, but very save
749	138	24	22	co	Neuhof	Untertaunuskreis	Hessen-Nassau	j	j	j	j	NA	multiple entires detected			999	999	multiple entires detected		443783.6478	5557873414	found
314	124	36	12	ao	Dillhausen	Oberlahnkreis	Hessen-Nassau	NA	NA	NA	j	NA	detected			444519.5289192	5599966.70472749	detected		444519.5289	5599966705	
293	124	30	7	ac	Heiligenborn	Dillkreis	Hessen-Nassau	j	j	j	NA	NA	detected			444713.241599517	5610273.49402145	detected		444713.2416	5610273494	
709	138	12	12	dl	Weyer	Oberlahnkreis	Hessen-Nassau	j	j	j	j	NA	detected			444838.452546993	5579613.08712367	detected		444838.4525	5579613087	
269	124	24	17	co	Erdbach	Dillkreis	Hessen-Nassau	j	j	j	j	NA	detected			444847.398336436	5615621.17040446	detected		444847.3983	5615621.17	
691	138	6	22	du	Seelbach	Oberlahnkreis	Hessen-Nassau	j	j	j	j	NA	detected			999	999	not an unique name	prev. not unique	445150.2368	5584980911	found
790	138	36	17	du	Mombach	Mainz	Hessen	j	j	j	j	NA	detected			445235.354087353	5542012.80305307	detected		445235.3541	5542012803	
268	124	24	7	d	Donsbach	Dillkreis	Hessen-Nassau	j	j	j	j	NA	detected			446142.983243693	5619322.01720726	detected		446142.9832	5619322017	
687	138	6	8	al	Odersbach	Oberlahnkreis	Hessen-Nassau	j	j	j	NA	NA	detected			446501.087166182	5592061.79306533	detected		446501.0872	5592061793	
689	138	6	18	cu	Falkenbach	Oberlahnkreis	Hessen-Nassau	j	j	NA	NA	NA	detected			446509.039617516	5587246.62322121	detected		446509.0396	5587246623	
1201	151	26	10	au	Heppenheim	Heppenheim	Hessen	j	j	j	j	NA	detected			446771.355318607	5494930.45490017	detected		446771.3553	5494930455	
271	124	24	18	c	Amdorf	Dillkreis	Hessen-Nassau	j	j	j	j	NA	detected			447673.308508241	5614936.01389522	detected		447673.3085	5614936014	
270	124	24	18	b	Uckersdorf	Dillkreis	Hessen-Nassau	NA	NA	NA	j	NA	detected			448061.968613241	5616366.71133036	detected		448061.9686	5616366711	
769	138	30	13	dr	Wiesbaden-Rambach	Wiesbaden	Hessen-Nassau	j	j	j	j	NA	not detected	Rambach	Wiesbaden	99999	99999	not detected	NANA	448097.07	5551737.14	f
291	124	30	3	d	Hirschberg	Dillkreis	Hessen-Nassau	j	j	j	NA	NA	detected			999	999	not an unique name	prev. not unique	448421.3147	5611258773	found
732	138	18	19	cl	Walsdorf	Untertaunuskreis	Hessen-Nassau	j	j	j	j	NA	detected			448596.222265334	5568833.36979637	detected		448596.2223	5568833.37	
791	138	36	24	au	Mainz-Kastel	Mainz	Hessen	NA	j	j	j	NA	not detected	Kastel		448796.498568064	5539876.00698612	detected		448796.4986	5539876007	
768	138	30	4	b	Königshofen	Main-Taunuskreis	Hessen-Nassau	j	j	j	j	NA	detected			448956.790147546	5556631.53821737	detected		448956.7901	5556631538	
296	124	30	24	a	Holzhausen	Wetzlar	Hessen-Nassau	NA	NA	j	NA	NA	multiple entires detected			999	999	not an unique name	prev. not unique	449237.3406	5604989944	found
770	138	30	19	b	Wiesbaden-Heßloch	Wiesbaden	Hessen-Nassau	j	j	j	NA	NA	not detected	Heßloch	Wiesbaden	99999	99999	not detected	NANA	449617.35	5551173.72	f
317	124	36	24	ao	Selters	Oberlahnkreis	Hessen-Nassau	j	j	j	j	NA	multiple entires detected			999	999	not an unique name	prev. not unique	449642.6739	5596312.14	found
748	138	24	19	dl	Oberseelbach	Untertaunuskreis	Hessen-Nassau	j	NA	NA	NA	NA	detected			449835.589355935	5559681.09210162	detected		449835.5894	5559681092	
771	138	30	24	cu	Bierstadt	Wiesbaden	Hessen-Nassau	NA	j	j	NA	NA	detected			449889.610149896	5547938.33901048	detected		449889.6101	5547938339	
730	138	18	9	ab	Schwickershausen	Limburg	Hessen-Nassau	j	j	j	NA	NA	detected			450010.628616128	5573712.59901091	detected		450010.6286	5573712599	
788	138	36	9	do	Erbenheim	Wiesbaden	Hessen-Nassau	j	j	j	j	NA	detected			450013.563736818	5545123.96569651	detected		450013.5637	5545123966	
292	124	30	4	ad	Merkenbach	Dillkreis	Hessen-Nassau	j	j	j	j	NA	detected			450392.289410657	5611840.24436118	detected		450392.2894	5611840244	
313	124	36	9	d	Bissenberg	Wetzlar	Hessen-Nassau	j	j	j	j	NA	detected			450805.905593564	5600148.76248378	detected		450805.9056	5600148762	
272	124	24	19	bo	Burg	Dillkreis	Hessen-Nassau	j	j	j	j	NA	detected			450842.706259453	5616139.66015134	detected		450842.7063	5616139.66	
688	138	6	15	al	Edelsberg	Oberlahnkreis	Hessen-Nassau	j	j	j	j	NA	detected			451386.906623305	5590168.51232476	detected		451386.9066	5590168512	
1056	151	1	11	a	Ginsheim-Gustavsburg	Mainz	Hessen	j	j	j	j	NA	not detected	Ginsheim-Gustavsburg	Groß-Gerau	99999	99999	not detected	NANA	451406.76	5538078.67	f
