"","Quadrant","Teilquadrant","Ortsnummer","Ortsbuchstaben","Ortsname","Kreis","Land","I","II","III","IV","X12","x","y","res"
"558","126",12,13,"ar","Kupfersuhl","Eisenach","Thüringen","j","j","j","j",NA,999,999,"not detected"
"562","126",13,10,"c","Machtlos","Ziegenhain","Hessen-Nassau","j","j","j",NA,NA,999,999,"multiple entires detected"
"565","126",13,25,"cu","Wallersdorf","Alsfeld","Hessen",NA,"j","j",NA,NA,999,999,"not detected"
"570","126",15,16,"d","Neukirchen","Hünfeld","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"578","126",18,1,"c","Kaiseroda","Eisenach","Thüringen","j","j","j","j",NA,999,999,"not detected"
"582","126",18,12,"d","Kaltenborn","Meiningen","Thüringen","j","j","j","j",NA,999,999,"not detected"
"584","126",18,25,"ar","Breitungen","Meiningen","Thüringen",NA,"j","j","j",NA,999,999,"not detected"
"585","126",19,1,"ao","Eifa","Alsfeld","Hessen","j",NA,NA,NA,NA,999,999,"multiple entires detected"
"587","126",20,3,"a","Ober Wegfurth","Lauterbach","Hessen","j",NA,NA,NA,NA,999,999,"not detected"
"588","126",20,8,"a","Rimbach","Lauterbach","Hessen","j","j","j","j",NA,999,999,"multiple entires detected"
"596","126",22,1,"bu","Großentaft","Hünfeld","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"599","126",23,1,"do","Otzbach","Eisenach","Thüringen","j","j","j","j",NA,999,999,"not detected"
"600","126",23,2,"b","Dechsen","Eisenach","Thüringen","j","j","j","j",NA,999,999,"not detected"
"601","126",23,11,"cd","Zitters","Eisenach","Thüringen","j","j","j","j",NA,999,999,"not detected"
"604","126",24,1,"c","Urnshausen","Eisenach","Thüringen","j","j","j","j",NA,999,999,"not detected"
"611","126",25,6,"co","Sickendorf","Lauterbach","Hessen","j","j",NA,"j",NA,999,999,"not detected"
"612","126",25,7,"d","Lauterbach","Lauterbach","Hessen",NA,"j",NA,NA,NA,999,999,"not detected"
"613","126",25,12,"d","Blitzenrod","Lauterbach","Hessen","j","j","j","j",NA,999,999,"not detected"
"619","126",26,22,"c","Großenlüder","Fulda","Hessen-Nassau",NA,NA,"j","j",NA,999,999,"not detected"
"621","126",27,12,"cd","Marbach","Fulda","Hessen-Nassau",NA,"j","j","j",NA,999,999,"multiple entires detected"
"623","126",28,6,"bo","Mittelaschenbach","Hünfeld","Hessen-Nassau",NA,NA,NA,"j",NA,999,999,"not detected"
"627","126",29,5,"cl","Fischbach","Eisenach","Thüringen","j","j","j","j",NA,999,999,"multiple entires detected"
"629","126",29,9,"a","Klings","Eisenach","Thüringen","j","j","j","j",NA,999,999,"not detected"
"630","126",29,11,"ab","Wendershausen","Fulda","Hessen-Nassau",NA,"j","j","j",NA,999,999,"multiple entires detected"
"635","126",29,21,"bu","Simmershausen","Fulda","Hessen-Nassau",NA,"j",NA,NA,NA,999,999,"multiple entires detected"
"644","126",31,9,"ao","Stockhausen","Lauterbach","Hessen","j","j","j","j",NA,999,999,"multiple entires detected"
"648","126",31,23,"b","Zahmen","Lauterbach","Hessen","j","j","j","j",NA,999,999,"not detected"
"654","126",33,12,"ar","Künzell-Bachrain","Fulda","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"656","126",34,11,"d","Wolferts","Fulda","Hessen-Nassau",NA,NA,"j",NA,NA,999,999,"not detected"
"664","126",35,24,"dl","Hausen","BA. Mellrichststadt","RegBez. Unterfranken (Bayern)",NA,"j","j","j",NA,999,999,"multiple entires detected"
"666","138",2,6,"au","Oberbieber","Neuwied","Rheinprovinz","j","j","j",NA,NA,999,999,"not detected"
"667","138",2,8,"ab","Isenburg","Neuwied","Rheinprovinz","j",NA,"j","j",NA,999,999,"not detected"
"668","138",2,11,"bl","Gladbach","Neuwied","Rheinprovinz","j","j","j","j",NA,999,999,"not detected"
"671","138",2,17,"a","Heimbach-Weis","Neuwied","Rheinprovinz",NA,NA,"j","j",NA,999,999,"not detected"
"672","138",2,22,"ac","Engers","Neuwied","Rheinprovinz","j","j","j","j",NA,999,999,"not detected"
"679","138",4,17,"br","Kleinholbach","Unterwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"683","138",5,8,"bd","Steinbach","Limburg","Hessen-Nassau","j","j",NA,NA,NA,999,999,"multiple entires detected"
"704","138",11,6,"cl","Aull","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"723","138",16,18,"b","Herold","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"724","138",16,19,"bd","Klingelbach","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"733","138",21,3,"b","Niederbachheim","St. Goarshausen","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"737","138",21,21,"do","Wellmich","St. Goarshausen","Hessen-Nassau","j","j","j",NA,NA,999,999,"not detected"
"749","138",24,22,"co","Neuhof","Untertaunuskreis","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"750","138",27,2,"cu","St. Goar","St. Goar","Rheinprovinz","j","j",NA,NA,NA,999,999,"not detected"
"759","138",27,22,"ao","Engehöll","St. Goar","Rheinprovinz","j","j","j",NA,NA,999,999,"not detected"
"767","138",29,16,"do","Fischbach","Untertaunuskreis","Hessen-Nassau","j",NA,NA,NA,NA,999,999,"multiple entires detected"
"769","138",30,13,"dr","Rambach ","Wiesbaden","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"770","138",30,19,"b","Heßloch","Wiesbaden","Hessen-Nassau","j","j","j",NA,NA,999,999,"not detected"
"775","138",33,14,"co","Rheindiebach","St. Goar","Rheinprovinz","j","j",NA,NA,NA,999,999,"not detected"
"784","138",35,19,"au","Eltville","Rheingau","Hessen-Nassau","j","j","j",NA,NA,999,999,"not detected"
"791","138",36,24,"au","Kastel","Mainz","Hessen",NA,"j","j","j",NA,999,999,"not detected"
"798","139",2,5,"ab","Lang Göns","Friedberg","Hessen","j","j","j","j",NA,999,999,"not detected"
"800","139",2,10,"c","Kirchgöns","Friedberg","Hessen","j","j",NA,NA,NA,999,999,"not detected"
"801","139",2,15,"a","Pohlgöns","Friedberg","Hessen","j","j","j","j",NA,999,999,"not detected"
"802","139",2,17,"b","Kleeberg","Wetzlar","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"803","139",2,24,"cr","Hausen","Friedberg","Hessen",NA,"j",NA,NA,NA,999,999,"multiple entires detected"
"806","139",3,8,"bl","Eberstadt","Gießen","Hessen","j","j","j","j",NA,999,999,"multiple entires detected"
"809","139",3,13,"a","Ober Hörgern","Gießen","Hessen","j","j","j",NA,NA,999,999,"not detected"
"810","139",3,14,"ar","Trais-Münzenberg","Friedberg","Hessen","j","j","j","j",NA,999,999,"not detected"
"819","139",4,9,"c","Landgd","Gießen","Hessen","j","j","j","j",NA,999,999,"not detected"
"821","139",4,18,"ad","Steinheim","Gießen","Hessen","j","j","j","j",NA,999,999,"multiple entires detected"
"823","139",4,23,"a","Unter Widdersheim","Büdingen","Hessen","j","j","j","j",NA,999,999,"not detected"
"825","139",5,8,"c","Rainrod","Schotten","Hessen",NA,"j","j","j",NA,999,999,"multiple entires detected"
"828","139",5,16,"d","Unter Schmitten","Büdingen","Hessen","j","j","j","j",NA,999,999,"not detected"
"829","139",5,17,"au","Ober Schmitten","Schotten","Hessen","j","j",NA,"j",NA,999,999,"not detected"
"830","139",5,24,"d","Glashütten","Schotten","Hessen","j","j","j","j",NA,999,999,"multiple entires detected"
"831","139",6,7,"dl","Kaulstoß","Schotten","Hessen","j","j","j","j",NA,999,999,"not detected"
"839","139",7,21,"ac","Hasselbach","Limburg","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"844","139",8,24,"au","Friedrichsthal","Usingen","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"845","139",9,1,"ar","Nieder Weisel","Friedberg","Hessen","j","j","j","j",NA,999,999,"not detected"
"846","139",9,1,"cl","Ostheim","Friedberg","Hessen","j","j","j","j",NA,999,999,"multiple entires detected"
"849","139",9,11,"do","Ober Mörlen","Friedberg","Hessen","j","j","j","j",NA,999,999,"not detected"
"850","139",9,18,"bo","Rödgen","Friedberg","Hessen","j","j","j","j",NA,999,999,"multiple entires detected"
"852","139",9,23,"cd","Friedberg","Friedberg","Hessen","j","j","j","j",NA,999,999,"not detected"
"853","139",9,24,"ar","Dorheim","Friedberg","Hessen","j","j","j",NA,NA,999,999,"multiple entires detected"
"855","139",10,4,"d","Geiß-Nidda","Büdingen","Hessen","j","j","j","j",NA,999,999,"not detected"
"858","139",10,12,"cu","Heuchelheim","Büdingen","Hessen","j","j","j","j",NA,999,999,"multiple entires detected"
"861","139",10,17,"c","Reichelsheim","Friedberg","Hessen","j",NA,"j","j",NA,999,999,"not detected"
"866","139",11,2,"d","Fauerbach","Büdingen","Hessen","j","j","j",NA,NA,999,999,"multiple entires detected"
"867","139",11,5,"a","Steinberg","Schotten","Hessen","j","j","j","j",NA,999,999,"multiple entires detected"
"872","139",11,22,"cl","Selters","Büdingen","Hessen","j",NA,NA,NA,NA,999,999,"multiple entires detected"
"873","139",11,23,"ab","Bergheim","Büdingen","Hessen","j",NA,NA,NA,NA,999,999,"multiple entires detected"
"874","139",12,3,"cu","Mittel Seemen","Schotten","Hessen","j","j",NA,NA,NA,999,999,"not detected"
"877","139",12,8,"cu","Nieder Seemen","Schotten","Hessen","j","j","j","j",NA,999,999,"not detected"
"878","139",12,13,"br","Bös-Gesäß","Büdingen","Hessen","j",NA,NA,NA,NA,999,999,"not detected"
"881","139",12,18,"bl","Burg Bracht","Büdingen","Hessen","j",NA,NA,NA,NA,999,999,"not detected"
"884","139",12,25,"cr","Untersotzbach","Gelnhausen","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"886","139",13,17,"co","Reichenbach","Usingen","Hessen-Nassau","j","j","j",NA,NA,999,999,"multiple entires detected"
"890","139",14,11,"ac","Anspach","Usingen","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"893","139",15,6,"d","Ober Rosberg v. d. Höhe","Friedberg","Hessen","j","j","j","j",NA,999,999,"not detected"
"896","139",15,21,"c","Holzhausen","Friedberg","Hessen","j","j","j","j",NA,999,999,"multiple entires detected"
"898","139",16,1,"d","Nieder Florstadt","Friedberg","Hessen",NA,"j","j","j",NA,999,999,"not detected"
"900","139",16,9,"cr","Rodenbach","Büdingen","Hessen","j","j","j","j",NA,999,999,"multiple entires detected"
"903","139",16,18,"du","Höchst a. d. Nidder","Büdingen","Hessen","j","j","j","j",NA,999,999,"not detected"
"908","139",17,1,"ad","Stockheim","Büdingen","Hessen",NA,"j","j","j",NA,999,999,"multiple entires detected"
"910","139",17,7,"bo","Aulen-Diebach","Büdingen","Hessen","j","j","j","j",NA,999,999,"not detected"
"917","139",17,21,"al","Himbach","Büdingen","Hessen","j","j","j","j",NA,999,999,"not detected"
"931","139",20,10,"cu","Ober Eschbach","Friedberg","Hessen","j","j","j","j",NA,999,999,"not detected"
"936","139",21,6,"ad","Ober Erlenbach","Friedberg","Hessen","j","j","j","j",NA,999,999,"not detected"
"937","139",21,8,"a","Kloppenheim","Friedberg","Hessen","j","j","j",NA,NA,999,999,"multiple entires detected"
"938","139",21,11,"cu","Nieder Eschbach","Friedberg","Hessen","j","j","j","j",NA,999,999,"not detected"
"941","139",21,17,"dl","Massenheim","Friedberg","Hessen","j",NA,NA,NA,NA,999,999,"multiple entires detected"
"942","139",21,18,"cu","Vilbel","Friedberg","Hessen","j","j","j","j",NA,999,999,"not detected"
"943","139",21,19,"ac","Gronau","Hanau","Hessen-Nassau","j",NA,NA,NA,NA,999,999,"multiple entires detected"
"950","139",23,1,"cl","Langenbergheim","Büdingen","Hessen","j","j","j","j",NA,999,999,"not detected"
"951","139",23,4,"bd","Haingründau","Büdingen","Hessen","j",NA,NA,NA,NA,999,999,"not detected"
"959","139",25,3,"cd","Fischbach","Main-Taunuskreis","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"964","139",25,16,"c","Medenbach","Main-Taunuskreis","Hessen-Nassau","j","j","j",NA,NA,999,999,"multiple entires detected"
"968","139",26,12,"d","Frankfurt a. M. - Gossenheim","Frankfurt a. M.","Hessen-Nassau","j","j","j",NA,NA,999,999,"not detected"
"969","139",27,4,"dr","Bischofsheim","Hanau","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"971","139",28,18,"ao","Klein Steinheim","Offenbach","Hessen","j","j","j","j",NA,999,999,"not detected"
"972","139",28,18,"du","Klein Auheim","Offenbach","Hessen","j","j","j","j",NA,999,999,"not detected"
"973","139",28,19,"cl","Groß Auheim","Offenbach","Hessen","j","j","j","j",NA,999,999,"not detected"
"974","139",28,21,"bl","Lämmerspiel","Offenbach","Hessen",NA,"j","j","j",NA,999,999,"not detected"
"975","139",29,3,"bl","Neuenhaßlau","Gelnhausen","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"980","139",30,1,"bl","Großenhausen","Gelnhausen","Hessen-Nassau","j","j",NA,NA,NA,999,999,"not detected"
"981","139",30,5,"ad","Bieber","Gelnhausen","Hessen-Nassau","j",NA,NA,"j",NA,999,999,"multiple entires detected"
"988","139",31,12,"dl","Massenheim","Main-Taunuskreis","Hessen-Nassau",NA,"j","j","j",NA,999,999,"multiple entires detected"
"991","139",32,1,"ab","Frankfurt a. M. -Sindlingen","Frankfurt a. M.","Hessen-Nassau","j","j",NA,NA,NA,999,999,"not detected"
"997","139",34,4,"al","Hainstadt","Offenbach","Hessen","j","j","j","j",NA,999,999,"multiple entires detected"
"998","139",34,4,"bu","Klein Krotzenburg","Offenbach","Hessen","j","j","j","j",NA,999,999,"not detected"
"999","139",34,5,"al","Groß Krotzenburg","Hanau","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"1005","139",35,11,"a","Großwelzheim","BA. Alzenau","RegBez. Unterfranken (Bayern)",NA,NA,NA,"j",NA,999,999,"not detected"
"1013","140",1,4,"co","Jossa","Fulda","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"1014","140",1,11,"bd","Ober Moos","Lauterbach","Hessen","j","j","j","j",NA,999,999,"not detected"
"1016","140",1,13,"bl","Reichlos","Lauterbach","Hessen","j","j","j",NA,NA,999,999,"not detected"
"1024","140",4,1,"dr","Poppenhausen","Fulda","Hessen-Nassau","j","j","j",NA,NA,999,999,"not detected"
"1027","140",7,1,"d","Radmühl","Lauterbach","Hessen","j","j","j","j",NA,999,999,"multiple entires detected"
"1037","140",13,1,"bl","Katholisch Willenroth","Gelnhausen","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"1040","140",14,1,"al","Niederzell","Schlüchtern","Hessen-Nassau","j","j","j",NA,NA,999,999,"not detected"
"1043","140",14,21,"ac","Marjoß","Schlüchtern","Hessen-Nassau","j","j","j","j",NA,999,999,"not detected"
"1049","140",19,15,"c","Burgjoß","Gelnhausen","Hessen-Nassau",NA,NA,NA,"j",NA,999,999,"not detected"
"1050","140",20,3,"dl","Jossa","Schlüchtern","Hessen-Nassau","j","j","j","j",NA,999,999,"multiple entires detected"
"1053","151",1,1,"do","Mainz-Bischofsheim","Mainz","Hessen","j","j","j","j",NA,999,999,"not detected"
"1056","151",1,11,"a","Mainz-Ginsheim","Mainz","Hessen","j","j","j","j",NA,999,999,"not detected"
"1061","151",2,21,"cu","Klein Gerau","Groß Gerau","Hessen","j","j","j","j",NA,999,999,"not detected"
"1063","151",3,1,"co","Langen","Offenbach","Hessen","j","j","j","j",NA,999,999,"not detected"
"1067","151",3,10,"ar","Ober Roden","Dieburg","Hessen","j","j","j","j",NA,999,999,"not detected"
"1069","151",4,2,"ao","Nieder Roden","Dieburg","Hessen","j",NA,NA,NA,NA,999,999,"not detected"
"1072","151",4,18,"co","Hergershausen","Dieburg","Hessen","j","j","j","j",NA,999,999,"multiple entires detected"
"1073","151",4,21,"b","Münster","Dieburg","Hessen","j","j","j","j",NA,999,999,"multiple entires detected"
"1075","151",5,7,"b","Stockstadt","BA. Aschaffenburg","RegBez. Unterfranken (Bayern)",NA,NA,NA,"j",NA,999,999,"not detected"
"1083","151",7,15,"a","Dornheim","Groß Gerau","Hessen","j","j","j","j",NA,999,999,"multiple entires detected"
"1089","151",8,20,"au","Darmstadt-Bessungen","Darmstadt","Hessen","j","j","j","j",NA,999,999,"not detected"
"1092","151",9,18,"do","Roßdorf","Darmstadt","Hessen","j","j","j","j",NA,999,999,"not detected"
"1094","151",9,24,"au","Zeilhard","Dieburg","Hessen","j","j","j","j",NA,999,999,"not detected"
"1096","151",10,4,"br","Schlierbach","Dieburg","Hessen","j","j","j","j",NA,999,999,"multiple entires detected"
"1099","151",10,9,"c","Klein Umstadt","Dieburg","Hessen","j","j","j","j",NA,999,999,"not detected"
"1100","151",10,11,"co","Groß Zimmern","Dieburg","Hessen","j","j","j","j",NA,999,999,"not detected"
"1102","151",10,13,"du","Groß Umstadt","Dieburg","Hessen",NA,"j","j","j",NA,999,999,"not detected"
"1105","151",10,24,"bu","Heubach","Dieburg","Hessen","j","j","j",NA,NA,999,999,"multiple entires detected"
"1108","151",11,15,"ar","Großwallstadt","BA. Obernburg","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,999,999,"not detected"
"1111","151",11,21,"bl","Wald-Amorbach","Erbach","Hessen","j","j","j","j",NA,999,999,"not detected"
"1112","151",11,22,"cu","Hainstadt","Erbach","Hessen","j","j","j","j",NA,999,999,"multiple entires detected"
"1114","151",13,9,"b","Stockstadt","Groß Gerau","Hessen","j","j","j","j",NA,999,999,"not detected"
"1116","151",13,14,"du","Biebesheim","Groß Gerau","Hessen","j","j","j","j",NA,999,999,"not detected"
"1121","151",14,5,"c","Eberstadt","Darmstadt","Hessen",NA,"j","j",NA,NA,999,999,"multiple entires detected"
"1127","151",14,25,"ao","Seeheim","Bensheim","Hessen","j","j","j",NA,NA,999,999,"not detected"
"1128","151",15,2,"cl","Nieder Ramstadt","Darmstadt","Hessen","j","j",NA,NA,NA,999,999,"not detected"
"1129","151",15,3,"co","Ober Ramstadt","Darmstadt","Hessen","j","j","j","j",NA,999,999,"not detected"
"1130","151",15,9,"co","Wembach-Hahn","Dieburg","Hessen","j","j","j","j",NA,999,999,"not detected"
"1131","151",15,10,"cu","Groß-Bieberau","Dieburg","Hessen","j","j","j","j",NA,999,999,"not detected"
"1132","151",15,13,"ao","Niedermodau","Dieburg","Hessen","j","j","j","j",NA,999,999,"not detected"
"1133","151",15,13,"bo","Rohrbach","Dieburg","Hessen","j","j","j","j",NA,999,999,"multiple entires detected"
"1134","151",15,13,"cl","Obermodau","Dieburg","Hessen","j","j","j","j",NA,999,999,"not detected"
"1140","151",16,7,"bl","Ober Klingen","Dieburg","Hessen","j",NA,NA,NA,NA,999,999,"not detected"
"1141","151",16,10,"cu","Höchst","Erbach","Hessen","j","j","j","j",NA,999,999,"multiple entires detected"
"1145","151",16,19,"cu","Oberkinzig","Erbach","Hessen","j","j","j","j","Eigentlich Ober-Kinzig, auf dem Zettel aber als Oberkinzig vermerkt",999,999,"not detected"
"1146","151",16,25,"bu","Etzen-Gesäß","Erbach","Hessen","j",NA,NA,NA,NA,999,999,"not detected"
"1148","151",17,2,"cu","Neustadt","Erbach","Hessen","j","j","j",NA,NA,999,999,"not detected"
"1157","151",18,16,"ar","Klingenberg","BA. Obernburg","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,999,999,"not detected"
"1158","151",19,5,"cu","Klein-Rohrhein","Groß Gerau","Hessen","j","j","j","j",NA,999,999,"not detected"
"1163","151",20,7,"cu","Langwaden","Bensheim","Hessen","j","j","j","j",NA,999,999,"not detected"
"1172","151",21,11,"b","Reichenbach","Bensheim","Hessen","j","j","j","j",NA,999,999,"multiple entires detected"
"1175","151",21,17,"bl","Knoden","Bensheim","Hessen",NA,"j","j","j",NA,999,999,"not detected"
"1177","151",21,18,"du","Schlierbach","Bensheim","Hessen","j","j","j","j",NA,999,999,"multiple entires detected"
"1180","151",22,1,"b","Fränkisch Crumbach","Dieburg","Hessen","j","j","j",NA,NA,999,999,"not detected"
"1181","151",22,2,"du","Ober Kainsbach","Erbach","Hessen","j",NA,NA,NA,NA,999,999,"not detected"
"1182","151",22,9,"c","Langen Brombach","Erbach","Hessen","j",NA,NA,NA,NA,999,999,"not detected"
"1183","151",22,11,"a","Reichelsheim","Friedberg","Hessen",NA,"j",NA,NA,NA,999,999,"not detected"
"1188","151",22,23,"bu","Ober Mossau","Erbach","Hessen","j",NA,NA,NA,NA,999,999,"not detected"
"1189","151",23,1,"co","König","Erbach","Hessen","j","j","j","j",NA,999,999,"not detected"
"1191","151",23,12,"c","Weiten-Gesäß","Erbach","Hessen","j","j","j","j",NA,999,999,"not detected"
"1199","151",25,21,"d","Babenheim","BA. Frankenthal","RegBez. Pfalz (Bayern)","j","j","j","j","Eigentlich Bobenheim, ist auf dem Zettel aber als Babenheim vermerkt",999,999,"not detected"
"1204","151",27,6,"c","Erbach","Heppenheim","Hessen","j","j","j","j",NA,999,999,"multiple entires detected"
"1209","151",27,12,"b","Albersbach","Heppenheim","Hessen","j",NA,NA,NA,NA,999,999,"not detected"
"1210","151",27,16,"a","Ober Laudenbach","Heppenheim","Hessen","j","j","j","j",NA,999,999,"not detected"
"1211","151",27,18,"d","Zotzenbach","Heppenheim","Hessen",NA,NA,NA,"j",NA,999,999,"not detected"
"1212","151",27,20,"a","Ober Scharbach","Heppenheim","Hessen","j","j",NA,NA,NA,999,999,"not detected"
"1213","151",27,22,"cu","Nieder Liebersbach","Heppenheim","Hessen","j","j",NA,NA,NA,999,999,"not detected"
"1214","151",27,23,"d","Weiher","Heppenheim","Hessen","j","j","j","j",NA,999,999,"not detected"
"1216","151",28,8,"b","Unter Mossau","Erbach","Hessen","j","j","j","j",NA,999,999,"not detected"
"1217","151",28,11,"b","Gras-Ellenbach","Heppenheim","Hessen","j","j","j","j",NA,999,999,"not detected"
"1219","151",28,18,"ao","Hüttersbach","Erbach","Hessen","j","j","j","j",NA,999,999,"not detected"
"1226","151",29,14,"cl","Breitenbach","BA. Miltenberg","RegBez. Unterfranken (Bayern)",NA,NA,"j","j",NA,999,999,"multiple entires detected"
"1227","151",29,17,"au","Bullau","Erbach","Hessen","j","j","j",NA,NA,999,999,"multiple entires detected"
"1232","151",30,15,"a","Gerolzahn","AB. Buchen","Baden","j",NA,NA,NA,NA,999,999,"not detected"
"1236","151",31,7,"c","Mörsch","BA. Frankenthal","RegBez. Pfalz (Bayern)","j","j",NA,NA,NA,999,999,"not detected"
"1237","151",31,11,"d","Frankenthal",NA,"RegBez. Pfalz (Bayern)","j",NA,"j","j","Kreis nicht angegeben, vermutlich aber Frankenthal",999,999,"not detected"
"1240","151",32,13,"cu","Biernheim","Heppenheim","Hessen","j","j","j","j",NA,999,999,"not detected"
"1241","151",32,21,"a","Mannheim-Käfertal","AB. Mannheim","Baden","j","j","j","j",NA,999,999,"not detected"
"1244","151",33,5,"cr","Waldmichelbach","Heppenheim","Hessen",NA,"j","j","j",NA,999,999,"not detected"
"1247","151",33,12,"co","Gorzheim","Heppenheim","Hessen",NA,"j",NA,NA,NA,999,999,"not detected"
"1248","151",33,12,"du","Unter Flockenbach","Heppenheim","Hessen",NA,"j","j","j",NA,999,999,"not detected"
"1249","151",33,14,"a","Ober-Abtsteinach","Heppenheim","Hessen","j","j","j","j",NA,999,999,"not detected"
"1250","151",33,14,"bo","Siebelsbrunn","Heppenheim","Hessen","j","j","j","j",NA,999,999,"not detected"
"1252","151",33,22,"b","Ober Flockenbach","AB. Weinheim","Baden","j",NA,"j","j",NA,999,999,"not detected"
"1253","151",33,22,"c","Rittenweiher","AB. Weinheim","Baden","j","j","j","j",NA,999,999,"not detected"
"1255","151",34,16,"do","Unter Schönmattenwag","Heppenheim","Hessen","j",NA,NA,NA,NA,999,999,"not detected"
"1263","151",36,13,"al","Steinbach","AB. Buchen","Baden","j",NA,NA,NA,NA,999,999,"multiple entires detected"
"1264","151",36,15,"ad","Hainstadt","AB. Buchen","Baden","j",NA,NA,"j",NA,999,999,"multiple entires detected"
"1265","151",36,19,"a","Unterneudorf","AB. Buchen","Baden","j",NA,NA,NA,NA,999,999,"not detected"
"1267","151",36,23,"d","Oberneudorf","AB. Buchen","Baden","j","j","j","j",NA,999,999,"not detected"
"1268","151",36,24,"a","Hollerbach","AB. Buchen","Baden","j",NA,NA,NA,NA,999,999,"not detected"
"1269","Handschriftliche Ergänzungen:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,999,"not detected"
"1270","138",33,3,"al","unklarer Ort",NA,NA,NA,NA,NA,NA,NA,999,999,"not detected"
"1271","138",33,8,"du","unklarer Ort",NA,NA,NA,NA,NA,NA,NA,999,999,"not detected"
