"","X","Quadrant","Teilquadrant","Ortsnummer","Ortsbuchstaben","Ortsname","Kreis","Land","I","II","III","IV","X12","RES_1st_run","Ortsname_old","Stadt.oder.Gemeinde.oder.Landkreis","x","y","res"
"1120",1115,"151",13,11,"a","Guntersblum","Oppenheim","Hessen","j","j","j","j",NA,"detected","","",452918.64386154,5516288.16121998,"detected"
"1121",1251,"151",33,16,"c","Hohensachsen","AB. Weinheim","Baden","j","j","j","j",NA,"detected","","",476064.203344726,5485227.93058212,"detected"
"211",1199,"151",25,21,"d","Bobenheim-Roxheim","BA. Frankenthal","RegBez. Pfalz (Bayern)","j","j","j","j","Eigentlich Bobenheim, ist auf dem Zettel aber als Babenheim vermerkt","not detected","Babenheim","",453809.538297202,5492408.92874492,"detected"
"1122",111,"112",3,18,"bl","Meensen","Münden","Hannover","j","j","j","j",NA,"detected","","",552866.150690322,5699520.18206234,"detected"
"1123",112,"112",3,22,"du","Lippoldshausen","Münden","Hannover","j","j","j","j",NA,"detected","","",550520.704788531,5696337.69434241,"detected"
"1124",119,"112",4,13,"a","Obernjesa","Göttingen","Hannover","j","j","j","j",NA,"detected","","",563600.428147345,5701533.80656128,"detected"
"1125",120,"112",4,14,"co","Ballenhausen","Göttingen","Hannover","j","j","j","j",NA,"detected","","",565971.178519603,5700885.50184001,"detected"
"1126",187,"112",17,2,"d","Wüstheuterode","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"detected","","",573822.001446645,5686099.58869056,"detected"
"1127",237,"112",30,13,"du","Falken","Mühlhausen","Pr. Sachsen","j","j","j","j",NA,"detected","","",588671.044568257,5663688.00671565,"detected"
"1128",240,"112",30,23,"c","Scherbda","Eisenach","Thüringen","j","j","j","j",NA,"detected","","",587313.40851734,5660350.09635209,"detected"
"1129",290,"124",29,17,"bd","Rennerod","Oberwesterwaldkreis","Hessen-Nassau",NA,NA,"j",NA,NA,"detected","","",433924.358919917,5606550.53746165,"detected"
"1130",535,"126",6,3,"ad","Stedtfeld","Eisenach","Thüringen","j","j","j","j",NA,"detected","","",588280.809273466,5649643.85899045,"detected"
"1131",720,"138",16,10,"c","Schönborn","Unterlahnkreis","Hessen-Nassau","j","j","j",NA,NA,"detected","","",428575.800934771,5572601.35272338,"detected"
"1132",758,"138",27,18,"cd","Dörscheid","St. Goarshausen","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",411149.344120534,5551066.61856135,"detected"
"1133",1235,"151",31,1,"br","Roxheim","BA. Frankenthal","RegBez. Pfalz (Bayern)","j","j","j",NA,NA,"detected","","",454095.207656335,5491995.13225122,"detected"
"1134",1,"98",36,2,"dr","Borgentreich","Warburg","Westfalen","j","j","j","j",NA,"detected","","",516661.492091561,5713163.67781573,"detected"
"1135",4,"98",36,16,"cl","Dössel","Warburg","Westfalen","j",NA,NA,NA,NA,"detected","","",511620.649865076,5708055.98295859,"detected"
"1136",108,"112",3,12,"ar","Niederscheden","Münden","Hannover","j","j","j","j",NA,"detected","","",550049.609091524,5701104.42435648,"detected"
"1137",110,"112",3,14,"bo","Jühnde","Münden","Hannover",NA,NA,NA,"j",NA,"detected","","",555477.973669998,5701572.23397274,"detected"
"1138",214,"112",24,3,"c","Effelder","Mühlhausen","Pr. Sachsen","j",NA,NA,NA,NA,"detected","","",587028.389711346,5677163.73455017,"detected"
"1139",239,"112",30,23,"br","Frankenroda","Eisenach","Thüringen","j","j","j","j",NA,"detected","","",589274.287559563,5661195.67570194,"detected"
"1140",263,"112",36,19,"c","Madelungen","Eisenach","Thüringen","j","j","j","j",NA,"detected","","",590384.167541001,5652605.57731663,"detected"
"1141",537,"126",6,11,"cr","Oberellen","Eisenach","Thüringen",NA,NA,NA,"j",NA,"detected","","",583184.506802457,5644832.26567305,"detected"
"1142",551,"126",11,14,"b","Frauensee","Eisenach","Thüringen","j","j","j","j",NA,"detected","","",580385.466234309,5636835.55221028,"detected"
"1143",634,"126",29,20,"co","Kaltensundheim","Eisenach","Thüringen","j","j","j","j",NA,"detected","","",581949.499445731,5606596.56325653,"detected"
"1144",636,"126",29,24,"du","Reichenhausen","Eisenach","Thüringen","j","j","j","j",NA,"detected","","",580048.82245731,5604064.81659458,"detected"
"1145",702,"138",10,24,"b","Balduinstein","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",426974.799736592,5577371.76680203,"detected"
"1146",752,"138",27,5,"ao","Niederwallmenach","St. Goarshausen","Hessen-Nassau","j","j","j","j",NA,"detected","","",415130.565330242,5557630.03493077,"detected"
"1147",772,"138",33,1,"do","Perscheid","St. Goar","Rheinprovinz","j","j","j",NA,NA,"detected","","",406642.116649222,5547328.84403579,"detected"
"1148",1117,"151",13,16,"cu","Alsheim","Worms","Hessen","j","j","j","j",NA,"detected","","",452469.05882818,5512634.02425655,"detected"
"1149",1260,"151",36,1,"c","Mörschenhardt","AB. Buchen","Baden",NA,NA,NA,"j",NA,"detected","","",512443.837062011,5490715.05102837,"detected"
"1150",1262,"151",36,12,"cu","Mudau","AB. Buchen","Baden","j","j","j","j",NA,"detected","","",514913.038175544,5486774.4861828,"detected"
"1151",109,"112",3,12,"b","Oberscheden","Münden","Hannover","j","j","j","j",NA,"detected","","",551137.443660744,5701404.41596869,"detected"
"1152",117,"112",4,8,"bl","Niedernjesa","Göttingen","Hannover","j","j","j","j",NA,"detected","","",564288.071150168,5703199.73428262,"detected"
"1153",130,"112",5,21,"a","Lichtenhagen","Göttingen","Hannover","j","j","j","j",NA,"detected","","",569811.887519046,5698000.28182564,"detected"
"1154",217,"112",24,15,"ar","Eigenrieden","Mühlhausen","Pr. Sachsen","j","j","j",NA,NA,"detected","","",592543.235957529,5674145.62535337,"detected"
"1155",234,"112",30,5,"ao","Heyerode","Mühlhausen","Pr. Sachsen","j","j","j","j",NA,"detected","","",592377.130370401,5669003.48379446,"detected"
"1156",284,"124",28,24,"b","Halbs","Oberwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",426588.561053694,5604757.42847391,"detected"
"1157",304,"124",34,13,"ao","Kaden","Oberwesterwaldkreis","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",423072.215244286,5600081.12885156,"detected"
"1158",554,"126",11,24,"au","Kieselbach","Eisenach","Thüringen","j","j","j","j",NA,"detected","","",579111.14603615,5633179.0134634,"detected"
"1159",725,"138",16,21,"dr","Lollschied","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",419462.248513978,5567705.1732202,"detected"
"1160",734,"138",21,10,"ab","Miehlen","St. Goarshausen","Hessen-Nassau","j","j","j","j",NA,"detected","","",416589.185302294,5564546.59943502,"detected"
"1161",757,"138",27,17,"ad","Oberwesel","St. Goar","Rheinprovinz","j","j","j","j",NA,"detected","","",408557.706466293,5551766.53852804,"detected"
"1162",1109,"151",11,15,"dl","Kleinwallstadt","BA. Obernburg","RegBez. Unterfranken (Bayern)","j",NA,NA,NA,NA,"detected","","",512014.119280351,5524590.53042911,"detected"
"1163",1155,"151",18,2,"a","Rück","BA. Obernburg","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,"detected","","",514843.958613999,5519827.86145781,"detected"
"1164",1230,"151",30,11,"c","Kirchzell","BA. Miltenberg","RegBez. Unterfranken (Bayern)","j","j",NA,"j",NA,"detected","","",512778.097447939,5496163.51127555,"detected"
"1165",118,"112",4,10,"cu","Reinhausen","Göttingen","Hannover","j","j","j","j",NA,"detected","","",568398.727967849,5702263.41916819,"detected"
"1166",165,"112",11,24,"cu","Lutter","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"detected","","",577761.272827986,5687381.51691008,"detected"
"1167",188,"112",17,4,"d","Kalteneber","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"detected","","",579295.746625028,5685936.82871927,"detected"
"1168",242,"112",31,17,"ac","Kasdorf","Fritzlar-Homberg","Hessen-Nassau","j","j","j","j",NA,"detected","","",413277.258752208,5562264.1022128,"detected"
"1169",264,"124",23,6,"d","Emmerzhausen","Altenkirchen","Rheinprovinz",NA,NA,NA,"j",NA,"detected","","",431209.201331049,5619108.06919768,"detected"
"1170",305,"124",34,21,"dr","Oberahr","Oberwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",419754.003432818,5595315.06623678,"detected"
"1171",538,"126",6,17,"d","Förtha","Eisenach","Thüringen","j","j","j","j",NA,"detected","","",587009.043873429,5643860.6453713,"detected"
"1172",662,"126",35,20,"c","Fladungen","BA. Mellrichststadt","RegBez. Unterfranken (Bayern)",NA,"j","j","j",NA,"detected","","",581203.704402007,5597142.58312809,"detected"
"1173",669,"138",2,13,"bd","Stromberg","Unterwesterwaldkreis","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",411927.125523651,5533093.20791927,"detected"
"1174",699,"138",10,6,"b","Stahlhofen","Unterwesterwaldkreis","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",418849.164651592,5583050.75954628,"detected"
"1175",721,"138",16,13,"cr","Kördorf","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",423153.454947222,5571009.01042651,"detected"
"1176",756,"138",27,16,"cr","Damscheid","St. Goar","Rheinprovinz","j","j",NA,NA,NA,"detected","","",406004.93425503,5550576.38038223,"detected"
"1177",779,"138",33,21,"bu","Dichtelbach","Simmern","Rheinprovinz","j","j","j","j",NA,"detected","","",406291.73143594,5540395.19733178,"detected"
"1178",1076,"151",5,10,"a","Aschaffenburg",NA,"RegBez. Unterfranken (Bayern)","j","j","j","j","Kreis nicht angegeben, vermutlich aber Aschaffenburg","detected","","",510547.887247648,5535761.39726293,"detected"
"1179",1238,"151",31,17,"dr","Oppau","BA. Frankenthal","RegBez. Pfalz (Bayern)","j","j","j","j",NA,"detected","","",456878.675614311,5485612.7524244,"detected"
"1180",107,"112",3,4,"au","Bördel","Münden","Hannover","j","j","j","j",NA,"detected","","",554843.373004879,5704368.18486669,"detected"
"1181",113,"112",4,1,"br","Mengershausen","Göttingen","Hannover","j","j","j","j",NA,"detected","","",560414.607900408,5704765.01947346,"detected"
"1182",158,"112",11,2,"cr","Schachtebich","Heiligenstadt","Pr. Sachsen","j","j",NA,NA,NA,"detected","","",573047.229228336,5694942.31890838,"detected"
"1183",539,"126",6,23,"b","Wolfsburg-Unkeroda","Eisenach","Thüringen","j","j","j","j",NA,"detected","","",589117.563000262,5643440.42482994,"detected"
"1184",718,"138",16,4,"co","Steinsberg","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",424850.744582201,5575132.80586693,"detected"
"1185",751,"138",27,2,"do","Patersberg","St. Goarshausen","Hessen-Nassau","j","j","j",NA,NA,"detected","","",409573.180012977,5556820.61262049,"detected"
"1186",754,"138",27,11,"du","Niederburg","St. Goar","Rheinprovinz","j","j",NA,NA,NA,"detected","","",406711.374988075,5552521.38643194,"detected"
"1187",1078,"151",6,11,"cl","Schweinheim","BA. Aschaffenburg","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,"detected","","",511504.478330304,5534406.91360131,"detected"
"1188",1195,"151",24,8,"du","Bürgstadt","BA. Miltenberg","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,"detected","","",519233.203142643,5507078.10415042,"detected"
"1189",1196,"151",24,13,"dl","Miltenberg","BA. Miltenberg","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,"detected","","",518495.893955499,5505552.36817307,"detected"
"1190",1201,"151",26,10,"au","Heppenheim","Heppenheim","Hessen","j","j","j","j",NA,"detected","","",446771.355318607,5494930.45490017,"detected"
"1191",1228,"151",30,7,"ad","Amorbach","BA. Miltenberg","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,"detected","","",515977.277623932,5498884.72697317,"detected"
"1192",115,"112",4,4,"dr","Diemarden","Göttingen","Hannover","j","j","j","j",NA,"detected","","",568435.852949063,5704666.47314335,"detected"
"1193",128,"112",5,12,"cu","Bremke","Göttingen","Hannover","j","j","j","j",NA,"detected","","",572408.202420232,5700250.01264235,"detected"
"1194",161,"112",11,12,"bo","Steinheuterode","Heiligenstadt","Pr. Sachsen","j","j",NA,"j",NA,"detected","","",574367.487402325,5692670.0521968,"detected"
"1195",283,"124",28,22,"b","Bellingen","Oberwesterwaldkreis","Hessen-Nassau","j","j","j",NA,NA,"detected","","",422542.687985705,5605015.7656732,"detected"
"1196",536,"126",6,10,"ad","Eisenach","Eisenach","Thüringen",NA,NA,NA,"j",NA,"detected","","",593052.244833087,5647814.26092022,"detected"
"1197",555,"126",12,1,"br","Marksuhl","Eisenach","Thüringen","j","j","j","j",NA,"detected","","",584563.677470145,5640828.17110476,"detected"
"1198",577,"126",17,14,"du","Stadtlengsfeld","Eisenach","Thüringen","j",NA,NA,"j",NA,"detected","","",579574.630172901,5626345.93975278,"detected"
"1199",697,"138",10,1,"al","Holler","Unterwesterwaldkreis","Hessen-Nassau","j","j","j",NA,NA,"detected","","",417107.13329011,5585302.10265841,"detected"
"1200",717,"138",16,2,"bo","Laurenburg","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",422719.8224716,5575964.17542774,"detected"
"1201",722,"138",16,16,"ac","Singhofen","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",417093.17237419,5569865.78736727,"detected"
"1202",736,"138",21,13,"b","Himmighofen","St. Goarshausen","Hessen-Nassau","j","j","j","j",NA,"detected","","",411932.7012283,5562964.59645508,"detected"
"1203",753,"138",27,7,"al","Biebernheim","St. Goar","Rheinprovinz","j","j","j","j",NA,"detected","","",407527.769545323,5555888.13047701,"detected"
"1204",1010,"139",36,21,"cr","Goldbach","BA. Aschaffenburg","RegBez. Unterfranken (Bayern)",NA,"j","j","j",NA,"detected","","",513079.617237337,5538491.00135333,"detected"
"1205",1156,"151",18,3,"co","Sommerau","BA. Obernburg","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,"detected","","",518383.856540937,5519394.03821438,"detected"
"1206",1233,"151",30,17,"d","Beuchen","BA. Miltenberg","RegBez. Unterfranken (Bayern)",NA,NA,"j","j",NA,"detected","","",516562.03515037,5494161.40795713,"detected"
"1207",1239,"151",31,21,"bu","Studernheim","BA. Frankenthal","RegBez. Pfalz (Bayern)","j","j","j",NA,NA,"detected","","",453877.362522098,5484191.9518862,"detected"
"1208",122,"112",5,1,"ao","Klein Lengden","Göttingen","Hannover","j","j","j","j",NA,"detected","","",569841.315039325,5705475.3247718,"detected"
"1209",193,"112",18,1,"du","Flinsberg","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"detected","","",582958.120091946,5685750.2133742,"detected"
"1210",194,"112",18,13,"a","Wachstedt","Mühlhausen","Pr. Sachsen",NA,"j",NA,NA,NA,"detected","","",587157.291720243,5683128.1373705,"detected"
"1211",303,"124",34,6,"a","Wölferlingen","Unterwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",418661.451602409,5601715.69804116,"detected"
"1212",556,"126",12,3,"bo","Eckardtshausen","Eisenach","Thüringen","j","j","j","j",NA,"detected","","",588821.42588448,5641032.78707938,"detected"
"1213",639,"126",30,17,"d","Oberkatz","Meiningen","Thüringen","j",NA,NA,NA,NA,"detected","","",586613.86840183,5606593.65100917,"detected"
"1214",694,"138",9,10,"co","Oberelbert","Unterwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",415761.406135741,5582910.00491769,"detected"
"1215",701,"138",10,16,"au","Hübingen","Unterwesterwaldkreis","Hessen-Nassau",NA,"j","j",NA,NA,"detected","","",417859.357061724,5579284.75854915,"detected"
"1216",1009,"139",36,18,"ad","Sailauf","BA. Aschaffenburg","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,"detected","","",518316.478632649,5541230.39154052,"detected"
"1217",1011,"139",36,21,"dr","Hösbach","BA. Aschaffenburg","RegBez. Unterfranken (Bayern)",NA,NA,NA,"j",NA,"detected","","",514425.350216274,5539105.97290861,"detected"
"1218",1229,"151",30,8,"co","Schneeberg","BA. Miltenberg","RegBez. Unterfranken (Bayern)","j","j","j",NA,NA,"detected","","",517891.238879089,5498668.3402399,"detected"
"1219",125,"112",5,7,"ar","Gelliehausen","Göttingen","Hannover","j","j","j","j",NA,"detected","","",573059.474112593,5703295.93457199,"detected"
"1220",136,"112",6,11,"d","Neuendorf","Worbis","Pr. Sachsen","j","j","j","j",NA,"detected","","",546254.058228555,5542944.37482475,"detected"
"1221",301,"124",33,15,"c","Ewighausen","Oberwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",416863.529559537,5598674.21124132,"detected"
"1222",637,"126",30,3,"al","Friedelshausen","Meiningen","Thüringen","j","j","j","j",NA,"detected","","",587456.40247043,5612513.55254354,"detected"
"1223",675,"138",3,20,"al","Eschelbach","Unterwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",415787.557231047,5589004.25101143,"detected"
"1224",1079,"151",6,12,"ao","Haibach","BA. Aschaffenburg","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,"detected","","",514723.466361536,5534926.22743477,"detected"
"1225",1261,"151",36,3,"b","Hettigenbeuern","AB. Buchen","Baden","j",NA,NA,NA,NA,"detected","","",519069.796367155,5492012.77573073,"detected"
"25",163,"112",11,14,"b","Heilbad Heiligenstadt","Heiligenstadt","Pr. Sachsen","j","j",NA,NA,NA,"not detected","Heiligenstadt","",579105.738106432,5692351.99042763,"detected"
"1226",170,"112",12,16,"d","Geisleden","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"detected","","",583419.76840092,5689495.20089936,"detected"
"1227",676,"138",3,24,"bl","Horressen","Unterwesterwaldkreis","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",414638.550076922,5586898.46459388,"detected"
"1228",1194,"151",24,5,"au","Freudenberg","AB. Wertheim","Baden",NA,"j","j","j",NA,"detected","","",523433.272825328,5511041.5866143,"detected"
"1229",282,"124",28,16,"b","Lochum","Oberwesterwaldkreis","Hessen-Nassau","j","j","j",NA,NA,"detected","","",419331.1957155,5607032.70716281,"detected"
"1230",557,"126",12,9,"b","Etterwinden","Eisenach","Thüringen",NA,NA,NA,"j",NA,"detected","","",591402.540781585,5639008.72803232,"detected"
"1231",124,"112",5,3,"co","Wöllmarshausen","Göttingen","Hannover","j","j",NA,"j",NA,"detected","","",575496.734442267,5704755.315914,"detected"
"1232",297,"124",33,4,"d","Steinen","Unterwesterwaldkreis","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",415751.559497568,5603151.79803144,"detected"
"1233",302,"124",33,23,"b","Vielbach","Unterwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",412901.987030293,5595735.38510039,"detected"
"1234",559,"126",12,18,"ar","Möhra","Meiningen","Thüringen","j","j","j","j",NA,"detected","","",588345.580693698,5635107.31291607,"detected"
"1235",580,"126",18,7,"b","Bad Salzungen","Meiningen","Thüringen","j","j","j","j",NA,"detected","","",586789.630354362,5629631.00733659,"detected"
"1236",607,"126",24,13,"a","Rosa","Meiningen","Thüringen","j","j","j","j",NA,"detected","","",588259.372695969,5618555.37893978,"detected"
"1237",665,"126",36,23,"c","Willmars","BA. Mellrichststadt","RegBez. Unterfranken (Bayern)",NA,"j","j","j",NA,"detected","","",587989.713796716,5595005.03845737,"detected"
"1238",673,"138",3,4,"cu","Siershahn","Unterwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",413375.177983437,5593024.94572598,"detected"
