,Quadrant,Teilquadrant,Ortsnummer,Ortsbuchstaben,Ortsname_cor,Kreis,Land,I,II,III,IV,X12,RES_1st_run,Ortsname_old,Stadt oder Gemeinde oder Landkreis
793,139,1,12,d,Möttau,Oberlahnkreis,Hessen-Nassau,NA,NA,j,NA,NA,detected,,
794,139,1,17,cu,Weilmünster,Oberlahnkreis,Hessen-Nassau,j,j,j,j,NA,detected,,
795,139,1,19,br,Kröffelbach,Wetzlar,Hessen-Nassau,NA,NA,j,j,NA,detected,,
796,139,1,20,cd,Brandoberndorf,Wetzlar,Hessen-Nassau,j,NA,NA,NA,NA,detected,,
797,139,2,1,cl,Niederwetz,Wetzlar,Hessen-Nassau,j,j,NA,NA,NA,detected,,
799,139,2,9,ac,Niederkleen,Wetzlar,Hessen-Nassau,j,j,NA,NA,NA,detected,,
804,139,3,2,cd,Holzheim,Gießen,Hessen,j,j,j,j,NA,detected,,
805,139,3,5,al,Birklar,Gießen,Hessen,j,j,j,j,NA,detected,,
807,139,3,9,bo,Muschenheim,Gießen,Hessen,j,NA,NA,NA,NA,detected,,
808,139,3,12,bu,Gambach,Friedberg,Hessen,j,j,j,j,NA,detected,,
811,139,3,16,cu,Butzbach,Friedberg,Hessen,j,j,j,j,NA,detected,,
812,139,3,20,dl,Obbornhofen,Gießen,Hessen,j,j,j,j,NA,detected,,
813,139,3,22,br,Rockenberg,Friedberg,Hessen,j,j,j,j,NA,detected,,
814,139,3,23,cu,Oppershofen,Friedberg,Hessen,j,j,j,j,NA,detected,,
815,139,3,25,ar,Wohnbach,Friedberg,Hessen,j,j,j,j,NA,detected,,
816,139,4,1,ad,Langsdorf,Gießen,Hessen,j,j,j,j,NA,detected,,
817,139,4,6,al,Bettenhausen,Gießen,Hessen,j,j,j,j,NA,detected,,
818,139,4,7,bd,Hungen,Gießen,Hessen,j,j,j,j,NA,detected,,
820,139,4,12,do,Inheiden,Gießen,Hessen,j,j,j,j,NA,detected,,
822,139,4,21,bu,Berstadt,Büdingen,Hessen,j,j,j,j,NA,detected,,
824,139,4,24,br,Borsdorf,Büdingen,Hessen,j,j,j,j,NA,detected,,
826,139,5,9,du,Wingershausen,Schotten,Hessen,j,j,j,j,NA,detected,,
827,139,5,11,a,Ulfa,Schotten,Hessen,j,j,j,j,NA,detected,,
832,139,6,8,a,Sichenhausen,Schotten,Hessen,j,j,j,j,NA,detected,,
833,139,6,9,cl,Hartmannshain,Schotten,Hessen,j,NA,NA,NA,NA,detected,,
834,139,6,14,d,Völzberg,Gelnhausen,Hessen-Nassau,NA,NA,j,j,NA,detected,,
835,139,7,1,do,Rohnstadt,Oberlahnkreis,Hessen-Nassau,j,j,NA,NA,NA,detected,,
836,139,7,5,ac,Hasselborn,Wetzlar,Hessen-Nassau,j,j,j,j,NA,detected,,
837,139,7,14,ac,Naunstadt,Usingen,Hessen-Nassau,j,j,j,j,NA,detected,,
838,139,7,18,ac,Gemünden,Usingen,Hessen-Nassau,j,j,j,j,NA,detected,,
840,139,8,2,cd,Bodenrod,Friedberg,Hessen,j,j,j,j,NA,detected,,
841,139,8,12,br,Maibach,Friedberg,Hessen,j,j,j,j,NA,detected,,
842,139,8,14,dr,Langenhain-Ziegenberg,Friedberg,Hessen,j,j,j,j,NA,detected,,
843,139,8,17,br,Wernborn,Usingen,Hessen-Nassau,j,j,j,j,NA,detected,,
847,139,9,5,cu,Wölfersheim,Friedberg,Hessen,NA,NA,j,j,NA,detected,,
848,139,9,9,br,Södel,Friedberg,Hessen,j,j,j,j,NA,detected,,
851,139,9,18,d,Schwalheim,Friedberg,Hessen,j,NA,NA,NA,NA,detected,,
854,139,9,24,dr,Bauernheim,Friedberg,Hessen,j,j,j,j,NA,detected,,
856,139,10,8,al,Bisses,Büdingen,Hessen,NA,j,NA,NA,NA,detected,,
857,139,10,12,ab,Gettenau,Büdingen,Hessen,j,j,j,j,NA,detected,,
859,139,10,12,d,Bingenheim,Büdingen,Hessen,j,j,j,j,NA,detected,,
860,139,10,16,a,Weckesheim,Friedberg,Hessen,j,NA,NA,NA,NA,detected,,
862,139,10,19,ab,Dauernheim,Büdingen,Hessen,j,j,j,j,NA,detected,,
863,139,10,20,co,Ranstadt,Büdingen,Hessen,j,j,j,j,NA,detected,,
864,139,10,21,c,Dorn-Assenheim,Friedberg,Hessen,j,j,j,j,NA,detected,,
865,139,11,1,a,Nidda,Büdingen,Hessen,j,j,j,j,NA,detected,,
868,139,11,6,ad,Wallernhausen,Büdingen,Hessen,j,j,j,j,NA,detected,,
869,139,11,17,dl,Ortenberg,Büdingen,Hessen,j,j,j,j,NA,detected,,
870,139,11,19,au,Usenborn,Büdingen,Hessen,j,j,j,j,NA,detected,,
871,139,11,20,dl,Bindsachsen,Büdingen,Hessen,j,j,j,j,NA,detected,,
875,139,12,4,c,Kirchbracht,Gelnhausen,Hessen-Nassau,j,j,j,NA,NA,detected,,
876,139,12,6,du,Wenings,Büdingen,Hessen,j,j,NA,j,NA,detected,,
879,139,12,15,ab,Oberreichenbach,Gelnhausen,Hessen-Nassau,j,j,j,NA,NA,detected,,
880,139,12,15,cd,Unterreichenbach,Gelnhausen,Hessen-Nassau,j,j,j,j,NA,detected,,
882,139,12,22,a,Kefenrod,Büdingen,Hessen,j,j,j,j,NA,detected,,
883,139,12,23,ar,Hitzkirchen,Büdingen,Hessen,j,j,j,NA,NA,detected,,
885,139,13,13,bo,Treisberg,Usingen,Hessen-Nassau,j,NA,NA,NA,NA,detected,,
887,139,13,21,do,Niederems,Usingen,Hessen-Nassau,j,j,NA,NA,NA,detected,,
888,139,14,4,al,Pfaffenwiesbach,Usingen,Hessen-Nassau,j,j,j,j,NA,detected,,
889,139,14,6,b,Westerfeld,Usingen,Hessen-Nassau,NA,NA,j,NA,NA,detected,,
891,139,14,20,ac,Köppern,Obertaunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,
892,139,15,2,ab,Ockstadt,Friedberg,Hessen,j,j,j,j,NA,detected,,
894,139,15,9,dl,Bruchenbrücken,Friedberg,Hessen,j,j,j,j,NA,detected,,
895,139,15,15,ao,Assenheim,Friedberg,Hessen,j,j,j,j,NA,detected,,
897,139,15,24,bd,Burg-Gräfenrode,Friedberg,Hessen,j,j,j,j,NA,detected,,
899,139,16,3,a,Staden,Friedberg,Hessen,j,j,NA,NA,NA,detected,,
901,139,16,16,dr,Erbstadt,Hanau,Hessen-Nassau,j,NA,NA,NA,NA,detected,,
902,139,16,18,ao,Engelthal,Büdingen,Hessen,j,j,j,NA,NA,detected,,
904,139,16,19,ac,Oberau,Büdingen,Hessen,j,j,j,j,NA,detected,,
905,139,16,20,dl,Hainchen,Büdingen,Hessen,j,j,j,j,NA,detected,,
906,139,16,21,cl,Kaichen,Friedberg,Hessen,j,j,j,j,NA,detected,,
907,139,16,24,br,Rommelhausen,Büdingen,Hessen,j,j,j,j,NA,detected,,
909,139,17,2,ar,Bleichenbach,Büdingen,Hessen,j,j,j,j,NA,detected,,
911,139,17,8,ad,Wolf,Büdingen,Hessen,j,j,j,j,NA,detected,,
912,139,17,11,bd,Düdelsheim,Büdingen,Hessen,j,j,j,j,NA,detected,,
913,139,17,12,br,Büches,Büdingen,Hessen,j,j,j,NA,NA,detected,,
914,139,17,12,dr,Orleshausen,Büdingen,Hessen,j,j,j,j,NA,detected,,
915,139,17,14,cl,Büdingen,Büdingen,Hessen,j,j,j,j,NA,detected,,
916,139,17,18,dl,Lorbach,Büdingen,Hessen,j,j,NA,NA,NA,detected,,
918,139,17,21,d,Eckartshausen,Büdingen,Hessen,j,j,j,NA,NA,detected,,
919,139,17,23,bd,Vonhausen,Büdingen,Hessen,j,j,j,j,NA,detected,,
921,139,18,1,al,Michelau,Büdingen,Hessen,j,NA,NA,NA,NA,detected,,
922,139,18,1,b,Wolferborn,Gelnhausen,Hessen-Nassau,j,NA,NA,NA,NA,detected,,
923,139,18,3,ad,Streitberg,Gelnhausen,Hessen-Nassau,j,j,j,j,NA,detected,,
924,139,18,6,bo,Rinderbügen,Büdingen,Hessen,j,NA,NA,NA,NA,detected,,
925,139,18,13,d,Wittgenborn,Gelnhausen,Hessen-Nassau,j,j,j,NA,NA,detected,,
926,139,18,21,bl,Breitenborn,Gelnhausen,Hessen-Nassau,j,j,j,j,NA,detected,,
927,139,19,3,bd,Niederreifenberg,Main-Taunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,
928,139,19,7,au,Kröftel,Untertaunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,
929,139,19,20,cl,Falkenstein,Obertaunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,
930,139,20,8,al,Oberstedten,Obertaunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,
932,139,20,18,bo,Bommersheim,Obertaunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,
933,139,21,2,ar,Petterweil,Friedberg,Hessen,j,j,j,j,NA,detected,,
934,139,21,3,bo,Okarben,Friedberg,Hessen,j,j,j,j,NA,detected,,
935,139,21,3,dr,Groß Karben,Friedberg,Hessen,j,j,j,j,NA,detected,,
939,139,21,13,cd,Dortelweil,Friedberg,Hessen,j,j,j,j,NA,detected,,
940,139,21,14,ab,Rendel,Friedberg,Hessen,j,j,j,j,NA,detected,,
944,139,21,20,a,Oberdorfelden,Hanau,Hessen-Nassau,NA,NA,j,j,NA,detected,,
945,139,22,1,d,Heldenbergen,Friedberg,Hessen,j,j,j,j,NA,detected,,
946,139,22,10,c,Marköbel,Hanau,Hessen-Nassau,j,j,j,j,NA,detected,,
947,139,22,18,bd,Niederissigheim,Hanau,Hessen-Nassau,j,j,j,j,NA,detected,,
948,139,22,21,du,Wachenbuchen,Hanau,Hessen-Nassau,j,j,j,j,NA,detected,,
949,139,22,25,cl,Langendiebach,Hanau,Hessen-Nassau,j,j,NA,NA,NA,detected,,
952,139,23,5,dl,Gettenbach,Gelnhausen,Hessen-Nassau,j,j,NA,NA,NA,detected,,
953,139,23,7,ao,Altwiedermus,Büdingen,Hessen,j,j,j,NA,NA,detected,,
954,139,23,19,al,Rothenbergen,Gelnhausen,Hessen-Nassau,j,j,j,j,NA,detected,,
955,139,23,22,al,Langenselbold,Hanau,Hessen-Nassau,j,j,j,j,NA,detected,,
956,139,24,8,do,Wirtheim,Gelnhausen,Hessen-Nassau,NA,NA,j,NA,NA,detected,,
957,139,24,22,c,Geislitz,Gelnhausen,Hessen-Nassau,NA,NA,j,j,NA,detected,,
958,139,24,24,a,Lanzingen,Gelnhausen,Hessen-Nassau,NA,NA,j,NA,NA,detected,,
960,139,25,5,cd,Neuenhain,Main-Taunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,
961,139,25,6,d,Bremthal,Main-Taunuskreis,Hessen-Nassau,j,j,j,NA,NA,detected,,
962,139,25,13,cr,Lorsbach,Main-Taunuskreis,Hessen-Nassau,j,j,j,NA,NA,detected,,
963,139,25,15,co,Niederhofheim,Main-Taunuskreis,Hessen-Nassau,j,NA,NA,NA,NA,detected,,
965,139,25,24,cl,Hofheim,Main-Taunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,
966,139,26,7,br,Eschborn,Main-Taunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,
970,139,27,14,bo,Rumpenheim,Offenbach,Hessen,j,NA,NA,NA,NA,detected,,
976,139,29,6,b,Niederrodenbach,Hanau,Hessen-Nassau,j,j,j,j,NA,detected,,
977,139,29,9,c,Somborn,Gelnhausen,Hessen-Nassau,j,j,NA,NA,NA,detected,,
984,139,31,2,al,Breckenheim,Main-Taunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,
985,139,31,6,a,Nordenstadt,Main-Taunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,
986,139,31,7,al,Wallau,Main-Taunuskreis,Hessen-Nassau,j,j,NA,NA,NA,detected,,
987,139,31,11,bo,Delkenheim,Main-Taunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,
989,139,31,19,cu,Raunheim,Groß Gerau,Hessen,j,j,j,j,NA,detected,,
992,139,32,1,dr,Kelsterbach,Groß Gerau,Hessen,j,j,j,j,NA,detected,,
993,139,32,23,cl,Walldorf,Groß Gerau,Hessen,j,NA,NA,NA,NA,detected,,
994,139,33,21,bo,Sprendlingen,Offenbach,Hessen,j,j,j,j,NA,detected,,
995,139,33,22,cu,Dreieichenhain,Offenbach,Hessen,j,j,j,NA,NA,detected,,
996,139,33,24,ac,Dietzenbach,Offenbach,Hessen,j,j,j,j,NA,detected,,
1000,139,34,8,dr,Froschhausen,Offenbach,Hessen,j,j,j,j,NA,detected,,
1001,139,34,11,bl,Rembrücken,Offenbach,Hessen,j,j,j,j,NA,detected,,
1002,139,34,14,bd,Seligenstadt,Offenbach,Hessen,j,j,j,j,NA,detected,,
1003,139,34,17,ad,Jügesheim,Offenbach,Hessen,j,j,j,j,NA,detected,,
1004,139,34,25,ar,Zellhausen,Offenbach,Hessen,j,j,j,j,NA,detected,,
1006,139,35,16,bo,Mainflingen,Offenbach,Hessen,j,NA,NA,NA,NA,detected,,
1012,140,1,1,co,Grebenhain,Lauterbach,Hessen,j,NA,NA,NA,NA,detected,,
1015,140,1,13,al,Gunzenau,Lauterbach,Hessen,j,j,NA,NA,NA,detected,,
1017,140,1,19,cl,Reinhards,Schlüchtern,Hessen-Nassau,j,j,j,j,NA,detected,,
1018,140,1,23,cl,Freiensteinau,Lauterbach,Hessen,j,NA,NA,NA,NA,detected,,
1019,140,2,24,bu,Mittelkalbach,Fulda,Hessen-Nassau,j,j,j,j,NA,detected,,
1020,140,3,1,b,Eichenzell,Fulda,Hessen-Nassau,NA,NA,j,NA,NA,detected,,
1021,140,3,7,bl,Welkers,Fulda,Hessen-Nassau,j,j,NA,NA,NA,detected,,
1022,140,3,15,c,Hettenhausen,Fulda,Hessen-Nassau,j,j,j,NA,NA,detected,,
1023,140,3,25,cr,Dalherda,Fulda,Hessen-Nassau,j,j,j,j,NA,detected,,
1025,140,4,13,dr,Sandberg,Fulda,Hessen-Nassau,NA,NA,j,j,NA,detected,,
1026,140,4,23,a,Rengersfeld,Fulda,Hessen-Nassau,NA,NA,j,j,NA,detected,,
1028,140,7,8,bd,Ürzell,Schlüchtern,Hessen-Nassau,j,j,j,j,NA,detected,,
1029,140,7,17,dr,Sarrod,Schlüchtern,Hessen-Nassau,j,j,NA,NA,NA,detected,,
1030,140,8,1,dr,Höf und Haid,Fulda,Hessen-Nassau,j,j,j,j,NA,detected,,
1031,140,8,10,a,Eichenried,Fulda,Hessen-Nassau,j,j,NA,NA,NA,detected,,
1032,140,8,17,bl,Elm,Schlüchtern,Hessen-Nassau,j,NA,NA,NA,NA,detected,,
1033,140,8,22,b,Herolz,Schlüchtern,Hessen-Nassau,NA,NA,j,j,NA,detected,,
1034,140,8,23,do,Vollmerz,Schlüchtern,Hessen-Nassau,j,j,j,j,NA,detected,,
1036,140,9,22,cu,Oberzell,Schlüchtern,Hessen-Nassau,j,j,NA,NA,NA,detected,,
1038,140,13,14,ad,Seidenroth,Schlüchtern,Hessen-Nassau,j,j,j,j,NA,detected,,
1039,140,13,18,dl,Alsberg,Gelnhausen,Hessen-Nassau,j,j,j,j,NA,detected,,
1041,140,14,8,bd,Weiperz,Schlüchtern,Hessen-Nassau,j,j,j,j,NA,detected,,
1042,140,14,18,dr,Neuengronau,Schlüchtern,Hessen-Nassau,j,j,j,NA,NA,detected,,
1044,140,15,6,a,Weichersbach,Schlüchtern,Hessen-Nassau,NA,NA,j,j,NA,detected,,
1045,140,15,6,cu,Schwarzenfels,Schlüchtern,Hessen-Nassau,NA,NA,j,j,NA,detected,,
1046,140,15,7,br,Züntersbach,Schlüchtern,Hessen-Nassau,j,NA,NA,NA,NA,detected,,
1048,140,19,5,co,Mernes,Gelnhausen,Hessen-Nassau,NA,NA,j,j,NA,detected,,
1051,140,25,13,ao,Flörsbach,Gelnhausen,Hessen-Nassau,j,j,j,NA,NA,detected,,
1054,151,1,3,a,Rüsselsheim,Groß Gerau,Hessen,j,j,j,j,NA,detected,,
1055,151,1,4,cu,Haßloch,Groß Gerau,Hessen,j,NA,NA,NA,NA,detected,,
1057,151,1,12,au,Bauschheim,Groß Gerau,Hessen,NA,j,j,j,NA,detected,,
1058,151,1,22,ao,Astheim,Groß Gerau,Hessen,j,j,NA,NA,NA,detected,,
1059,151,1,23,co,Trebur,Groß Gerau,Hessen,j,j,j,j,NA,detected,,
1060,151,2,14,d,Erzhausen,Darmstadt,Hessen,j,j,j,j,NA,detected,,
1062,151,2,23,a,Schneppenhausen,Darmstadt,Hessen,j,j,j,j,NA,detected,,
1064,151,3,6,cl,Egelsbach,Offenbach,Hessen,j,j,j,j,NA,detected,,
1065,151,3,8,a,Offenthal,Offenbach,Hessen,j,NA,NA,NA,NA,detected,,
1066,151,3,9,d,Urberach,Dieburg,Hessen,j,j,j,j,NA,detected,,
1068,151,3,18,co,Messel,Darmstadt,Hessen,j,j,j,j,NA,detected,,
1070,151,4,13,du,Sickenhofen,Dieburg,Hessen,j,NA,NA,NA,NA,detected,,
1071,151,4,14,a,Babenhausen,Dieburg,Hessen,j,j,j,j,NA,detected,,
1074,151,4,23,a,Harpertshausen,Dieburg,Hessen,j,j,j,j,NA,detected,,
1077,151,5,21,c,Schaafheim,Dieburg,Hessen,j,NA,NA,NA,NA,detected,,
1080,151,7,4,co,Wallerstädten,Groß Gerau,Hessen,NA,j,j,j,NA,detected,,
1081,151,7,5,cu,Berkach,Groß Gerau,Hessen,j,NA,NA,NA,NA,detected,,
1085,151,7,19,co,Leeheim,Groß Gerau,Hessen,j,NA,NA,NA,NA,detected,,
1087,151,7,24,d,Erfelden,Groß Gerau,Hessen,j,j,NA,NA,NA,detected,,
1088,151,8,1,c,Büttelborn,Groß Gerau,Hessen,j,NA,NA,NA,NA,detected,,
1090,151,8,21,cl,Goddelau,Groß Gerau,Hessen,j,j,j,j,NA,detected,,
1091,151,9,14,cr,Gundernhausen,Dieburg,Hessen,j,j,j,j,NA,detected,,
1093,151,9,22,cl,Traisa,Darmstadt,Hessen,j,j,j,j,NA,detected,,
1095,151,9,24,b,Georgenhausen,Dieburg,Hessen,j,NA,NA,NA,NA,detected,,
1097,151,10,4,cu,Kleestadt,Dieburg,Hessen,j,j,j,j,NA,detected,,
1098,151,10,8,dl,Richen,Dieburg,Hessen,j,j,j,j,NA,detected,,
1101,151,10,12,co,Semd,Dieburg,Hessen,j,j,j,j,NA,detected,,
1103,151,10,14,do,Raibach,Dieburg,Hessen,j,j,j,j,NA,detected,,
1104,151,10,17,cu,Habitzheim,Dieburg,Hessen,j,j,j,j,NA,detected,,
1107,151,11,11,cu,Dorndiel,Dieburg,Hessen,j,NA,NA,NA,NA,detected,,
1113,151,11,25,au,Obernburg,BA. Obernburg,RegBez. Unterfranken (Bayern),j,NA,NA,NA,NA,detected,,
1120,151,13,25,c,Gernsheim,Groß Gerau,Hessen,j,j,j,j,NA,detected,,
1122,151,14,6,au,Crumstadt,Groß Gerau,Hessen,j,j,j,j,NA,detected,,
1123,151,14,7,b,Eschollbrücken,Darmstadt,Hessen,NA,j,j,j,NA,detected,,
1125,151,14,12,bu,Hahn,Darmstadt,Hessen,j,j,j,j,NA,detected,,
1126,151,14,24,c,Bickenbach,Bensheim,Hessen,j,j,j,j,NA,detected,,
1135,151,15,17,au,Neutsch,Dieburg,Hessen,j,j,j,j,NA,detected,,
1136,151,15,19,do,Lichtenberg,Dieburg,Hessen,j,j,NA,NA,NA,detected,,
1137,151,16,1,al,Reinheim,Dieburg,Hessen,j,j,j,j,NA,detected,,
1138,151,16,1,co,Ueberau,Dieburg,Hessen,j,j,j,j,NA,detected,,
1139,151,16,4,co,Wiebelsbach,Dieburg,Hessen,j,NA,NA,NA,NA,detected,,
1142,151,16,13,do,Hassenroth,Erbach,Hessen,j,j,j,j,NA,detected,,
1143,151,16,16,bu,Wersau,Dieburg,Hessen,j,j,j,j,NA,detected,,
1144,151,16,18,br,Hummetroth,Erbach,Hessen,j,j,j,j,NA,detected,,
1147,151,17,1,cu,Sandbach,Erbach,Hessen,j,j,j,j,NA,detected,,
1149,151,17,2,du,Rai-Breitenbach,Erbach,Hessen,j,j,NA,NA,NA,detected,,
1150,151,17,10,c,Erlenbach,BA. Obernburg,RegBez. Unterfranken (Bayern),j,j,j,NA,NA,detected,,
1151,151,17,12,cu,Rimhorn,Erbach,Hessen,j,j,j,j,NA,detected,,
1152,151,17,13,c,Lützel-Wiebelsbach,Erbach,Hessen,j,j,j,j,NA,detected,,
1153,151,17,21,bu,Fürstengrund,Erbach,Hessen,j,NA,NA,NA,NA,detected,,
1154,151,17,23,bu,Haingrund,Erbach,Hessen,j,j,j,j,NA,detected,,
1160,151,19,17,cu,Nordheim,Bensheim,Hessen,j,j,j,j,NA,detected,,
1161,151,19,18,cl,Wattenheim,Bensheim,Hessen,j,NA,NA,NA,NA,detected,,
1162,151,20,3,cl,Hähnlein,Bensheim,Hessen,j,j,j,j,NA,detected,,
1164,151,20,9,cl,Zwingenberg,Bensheim,Hessen,NA,j,j,j,NA,detected,,
1165,151,20,10,ao,Balkhausen,Bensheim,Hessen,j,j,j,j,NA,detected,,
1166,151,20,13,cl,Fehlheim,Bensheim,Hessen,j,j,j,j,NA,detected,,
1167,151,20,14,du,Auerbach,Bensheim,Hessen,j,j,j,j,NA,detected,,
1168,151,20,15,ao,Hochstädten,Bensheim,Hessen,j,j,j,j,NA,detected,,
1169,151,21,2,ar,Allertshausen,Dieburg,Hessen,j,j,j,NA,NA,detected,,
1170,151,21,3,b,Lützelbach,Dieburg,Hessen,j,j,j,j,NA,detected,,
1171,151,21,4,b,Steinau,Dieburg,Hessen,j,j,j,j,NA,detected,,
1173,151,21,13,do,Kolmbach,Bensheim,Hessen,j,j,j,j,NA,detected,,
1174,151,21,15,c,Klein-Gumpen,Erbach,Hessen,j,j,j,j,NA,detected,,
1176,151,21,17,dl,Schannenbach,Bensheim,Hessen,NA,j,j,j,NA,detected,,
1178,151,21,19,c,Lindenfels,Bensheim,Hessen,j,j,j,j,NA,detected,,
1179,151,21,23,du,Ellenbach,Heppenheim,Hessen,j,j,j,j,NA,detected,,
1184,151,22,14,au,Rehbach,Erbach,Hessen,j,NA,NA,NA,NA,detected,,
1185,151,22,16,b,Unter-Ostern,Erbach,Hessen,j,j,NA,j,NA,detected,,
1186,151,22,19,cu,Steinbuch,Erbach,Hessen,j,j,j,j,NA,detected,,
1187,151,22,22,co,Erzbach,Erbach,Hessen,j,j,NA,NA,NA,detected,,
1190,151,23,6,au,Momart,Erbach,Hessen,j,j,NA,j,NA,detected,,
1192,151,23,13,b,Vielbrunn,Erbach,Hessen,j,j,j,j,NA,detected,,
1193,151,24,1,a,Laudenbach,BA. Miltenberg,RegBez. Unterfranken (Bayern),NA,NA,NA,j,NA,detected,,
1197,151,25,3,co,Hofheim,Bensheim,Hessen,j,j,j,j,NA,detected,,
1198,151,25,9,au,Bürstadt,Bensheim,Hessen,j,j,j,j,NA,detected,,
1200,151,26,2,du,Lorsch,Bensheim,Hessen,j,j,j,NA,NA,detected,,
1202,151,26,18,cu,Hüttenfeld,Bensheim,Hessen,j,j,j,j,NA,detected,,
1205,151,27,6,d,Sonderbach,Heppenheim,Hessen,j,j,j,j,NA,detected,,
1206,151,27,8,al,Mitlechtern,Heppenheim,Hessen,NA,j,j,j,NA,detected,,
1207,151,27,8,dr,Fahrenbach,Heppenheim,Hessen,j,j,j,j,NA,detected,,
1208,151,27,10,dl,Hammelbach,Heppenheim,Hessen,j,NA,NA,NA,NA,detected,,
1215,151,27,25,co,Gadern,Heppenheim,Hessen,j,j,NA,j,NA,detected,,
1218,151,28,16,cu,Kocherbach,Heppenheim,Hessen,j,j,NA,j,NA,detected,,
1220,151,28,21,b,Affolterbach,Heppenheim,Hessen,j,NA,NA,NA,NA,detected,,
1221,151,28,21,cl,Hartenrod,Heppenheim,Hessen,j,j,j,j,NA,detected,,
1222,151,29,1,au,Dorf-Erbach,Erbach,Hessen,j,j,j,j,NA,detected,,
1223,151,29,2,bl,Ernsbach,Erbach,Hessen,j,NA,NA,NA,NA,detected,,
1224,151,29,3,cl,Würzberg,Erbach,Hessen,j,j,j,NA,NA,detected,,
1225,151,29,6,ab,Erlenbach,Erbach,Hessen,j,j,j,j,NA,detected,,
1234,151,30,24,ad,Hornbach,AB. Buchen,Baden,j,NA,NA,NA,NA,detected,,
1242,151,33,2,b,Reisen,Heppenheim,Hessen,j,j,j,j,NA,detected,,
1243,151,33,2,d,Hornbach,Heppenheim,Hessen,j,j,j,j,NA,detected,,
1246,151,33,7,a,Birkenau,Heppenheim,Hessen,j,j,j,j,NA,detected,,
1254,151,34,4,du,Beerfelden,Erbach,Hessen,j,j,j,j,NA,detected,,
1256,151,34,19,b,Gammelsbach,Erbach,Hessen,j,j,NA,NA,NA,detected,,
1258,151,35,21,a,Hebstahl,Erbach,Hessen,j,j,j,NA,NA,detected,,
2,98,36,10,a,Muddenhagen,Warburg,Westfalen,j,j,j,j,NA,detected,,
10,111,4,2,br,Westheim,Büren,Westfalen,j,j,j,NA,NA,detected,,
14,111,5,3,du,Germete,Warburg,Westfalen,j,j,NA,NA,NA,detected,,
19,111,5,14,cl,Welda,Warburg,Westfalen,j,j,j,j,NA,detected,,
23,111,6,6,dr,Herlinghausen,Warburg,Westfalen,j,j,j,j,NA,detected,,
45,111,21,2,ao,Oberschledorn,Brilon,Westfalen,j,j,j,j,NA,detected,,
145,112,8,12,b,Speele,Münden,Hannover,j,j,j,j,NA,detected,,
149,112,9,8,d,Hedemünden,Münden,Hannover,j,j,j,j,NA,detected,,
151,112,10,1,au,Mollenfelde,Göttingen,Hannover,j,j,j,j,NA,detected,,
176,112,15,1,a,Escherode,Münden,Hannover,j,j,j,j,NA,detected,,
210,112,23,8,a,Kella,Heiligenstadt,Pr. Sachsen,j,j,j,j,NA,detected,,
212,112,23,15,ar,Bebendorf,Heiligenstadt,Pr. Sachsen,j,NA,NA,NA,NA,detected,,
259,112,35,23,dr,Sallmannshausen,Eisenach,Thüringen,j,NA,NA,NA,NA,detected,,
319,125,1,14,c,Puderbach,Wittgenstein,Westfalen,j,j,j,j,NA,detected,,
527,126,5,5,a,Lauchröden,Eisenach,Thüringen,j,j,j,j,NA,detected,,
531,126,5,21,ar,Dankmarshausen,Eisenach,Thüringen,NA,NA,NA,j,NA,detected,,
533,126,6,1,b,Göringen,Eisenach,Thüringen,j,j,j,j,NA,detected,,
575,126,17,1,b,Vacha,Eisenach,Thüringen,NA,NA,NA,j,NA,detected,,
661,126,35,17,a,Birx,Meiningen,Thüringen,j,j,j,j,NA,detected,,
680,138,4,24,br,Niedererbach,Unterwesterwaldkreis,Hessen-Nassau,j,j,j,j,NA,detected,,
705,138,11,11,d,Freiendiez,Unterlahnkreis,Hessen-Nassau,j,j,j,j,NA,detected,,
728,138,17,8,dr,Kaltenholzhausen,Unterlahnkreis,Hessen-Nassau,j,j,j,j,NA,detected,,
781,138,34,21,ar,Trechtingshausen,St. Goar,Rheinprovinz,j,NA,j,j,NA,detected,,
790,138,36,17,du,Mombach,Mainz,Hessen,j,j,j,j,NA,detected,,
978,139,29,14,cu,Albstadt,BA. Alzenau,RegBez. Unterfranken (Bayern),j,j,j,j,NA,detected,,
982,139,30,11,dr,Geiselbach,BA. Alzenau,RegBez. Unterfranken (Bayern),j,j,j,j,NA,detected,,
1106,151,11,7,au,Wenigumstadt,Dieburg,Hessen,NA,NA,NA,j,NA,detected,,
1159,151,19,11,du,Rheindürkheim,Worms,Hessen,j,j,j,j,NA,detected,,
66,111,27,1,du,Dreislar,Brilon,Westfalen,j,j,j,j,NA,detected,,
